Voltage U1	Corriente IA
7,00	0,19
7,03	0,20
7,05	0,23
7,08	0,24
7,10	0,25
7,13	0,29
7,15	0,34
7,17	0,34
7,20	0,33
7,22	0,31
7,25	0,30
7,27	0,29
7,30	0,29
7,32	0,29
7,35	0,29
7,37	0,29
7,39	0,28
7,42	0,29
7,44	0,28
7,47	0,28
7,49	0,26
7,52	0,26
7,54	0,26
7,57	0,26
7,59	0,24
7,61	0,25
7,64	0,24
7,66	0,27
7,69	0,26
7,71	0,26
7,74	0,26
7,76	0,27
7,78	0,27
7,81	0,26
7,83	0,26
7,86	0,26
7,88	0,26
7,91	0,25
7,93	0,25
7,96	0,25
7,98	0,26
8,00	0,25
8,03	0,25
8,05	0,25
8,08	0,25
8,10	0,23
8,13	0,24
8,15	0,24
8,18	0,23
8,20	0,23
8,22	0,23
8,25	0,23
8,27	0,24
8,30	0,23
8,32	0,23
8,35	0,23
8,37	0,25
8,40	0,24
8,42	0,24
8,44	0,24
8,47	0,25
8,49	0,25
8,52	0,25
8,54	0,24
8,57	0,25
8,59	0,25
8,62	0,25
8,64	0,25
8,66	0,25
8,69	0,25
8,71	0,23
8,74	0,23
8,76	0,23
8,79	0,22
8,81	0,21
8,84	0,20
8,86	0,21
8,88	0,21
8,91	0,22
8,93	0,21
8,96	0,23
8,98	0,24
9,01	0,25
9,03	0,24
9,05	0,26
9,08	0,26
9,10	0,27
9,13	0,25
9,15	0,27
9,18	0,25
9,20	0,27
9,23	0,25
9,25	0,27
9,27	0,24
9,30	0,27
9,32	0,24
9,35	0,27
9,37	0,24
9,40	0,27
9,42	0,23
9,45	0,27
9,47	0,25
9,49	0,27
9,52	0,25
9,54	0,26
9,57	0,26
9,59	0,29
9,62	0,28
9,64	0,28
9,67	0,29
9,69	0,30
9,71	0,31
9,74	0,31
9,76	0,31
9,79	0,31
9,81	0,32
9,84	0,33
9,86	0,33
9,89	0,34
9,91	0,34
9,93	0,35
9,96	0,35
9,98	0,36
10,01	0,37
10,03	0,36
10,06	0,37
10,08	0,37
10,10	0,37
10,13	0,37
10,15	0,37
10,18	0,37
10,20	0,41
10,23	0,41
10,25	0,42
10,28	0,43
10,30	0,45
10,32	0,45
10,35	0,46
10,37	0,45
10,40	0,46
10,42	0,46
10,45	0,48
10,47	0,47
10,50	0,48
10,52	0,48
10,54	0,49
10,57	0,48
10,59	0,50
10,62	0,49
10,64	0,49
10,67	0,49
10,69	0,51
10,72	0,50
10,74	0,51
10,76	0,51
10,79	0,53
10,81	0,55
10,84	0,57
10,86	0,57
10,89	0,58
10,91	0,60
10,94	0,61
10,96	0,61
10,98	0,61
11,01	0,62
11,03	0,63
11,06	0,64
11,08	0,64
11,11	0,66
11,13	0,66
11,15	0,67
11,18	0,67
11,20	0,68
11,23	0,68
11,25	0,68
11,28	0,67
11,30	0,68
11,33	0,68
11,35	0,69
11,37	0,69
11,40	0,70
11,42	0,72
11,45	0,73
11,47	0,72
11,50	0,73
11,52	0,74
11,55	0,75
11,57	0,75
11,59	0,74
11,62	0,74
11,64	0,74
11,67	0,75
11,69	0,74
11,72	0,74
11,74	0,73
11,77	0,73
11,79	0,71
11,81	0,72
11,84	0,69
11,86	0,67
11,89	0,65
11,91	0,66
11,94	0,64
11,96	0,63
11,99	0,61
12,01	0,61
12,03	0,63
12,06	0,61
12,08	0,61
12,11	0,60
12,13	0,62
12,16	0,60
12,18	0,59
12,21	0,57
12,23	0,58
12,25	0,55
12,28	0,54
12,30	0,51
12,33	0,51
12,35	0,49
12,38	0,49
12,40	0,46
12,42	0,47
12,45	0,44
12,47	0,44
12,50	0,40
12,52	0,42
12,55	0,39
12,57	0,40
12,60	0,36
12,62	0,39
12,64	0,36
12,67	0,38
12,69	0,35
12,72	0,37
12,74	0,35
12,77	0,37
12,79	0,34
12,82	0,36
12,84	0,33
12,86	0,36
12,89	0,32
12,91	0,33
12,94	0,31
12,96	0,33
12,99	0,29
13,01	0,32
13,04	0,29
13,06	0,31
13,08	0,27
13,11	0,30
13,13	0,29
13,16	0,31
13,18	0,29
13,21	0,30
13,23	0,29
13,26	0,31
13,28	0,30
13,30	0,29
13,33	0,29
13,35	0,32
13,38	0,32
13,40	0,32
13,43	0,32
13,45	0,33
13,47	0,33
13,50	0,34
13,52	0,33
13,55	0,34
13,57	0,34
13,60	0,35
13,62	0,36
13,65	0,36
13,67	0,36
13,69	0,36
13,72	0,36
13,74	0,37
13,77	0,37
13,79	0,36
13,82	0,37
13,84	0,38
13,87	0,40
13,89	0,40
13,91	0,41
13,94	0,41
13,96	0,44
13,99	0,44
14,01	0,45
14,04	0,44
14,06	0,47
14,09	0,47
14,11	0,48
14,13	0,47
14,16	0,50
14,18	0,50
14,21	0,52
14,23	0,52
14,26	0,54
14,28	0,54
14,31	0,56
14,33	0,55
14,35	0,57
14,38	0,57
14,40	0,58
14,43	0,58
14,45	0,60
14,48	0,60
14,50	0,61
14,52	0,61
14,55	0,63
14,57	0,66
14,60	0,67
14,62	0,68
14,65	0,70
14,67	0,72
14,70	0,73
14,72	0,74
14,74	0,74
14,77	0,76
14,79	0,76
14,82	0,78
14,84	0,78
14,87	0,80
14,89	0,80
14,92	0,82
14,94	0,82
14,96	0,84
14,99	0,84
15,01	0,85
15,04	0,86
15,06	0,88
15,09	0,89
15,11	0,89
15,14	0,90
15,16	0,92
15,18	0,95
15,21	0,96
15,23	0,97
15,26	0,99
15,28	1,01
15,31	1,02
15,33	1,04
15,36	1,04
15,38	1,06
15,40	1,07
15,43	1,08
15,45	1,09
15,48	1,10
15,50	1,11
15,53	1,11
15,55	1,12
15,57	1,13
15,60	1,15
15,62	1,14
15,65	1,16
15,67	1,16
15,70	1,19
15,72	1,17
15,75	1,20
15,77	1,18
15,79	1,24
15,82	1,23
15,84	1,26
15,87	1,25
15,89	1,30
15,92	1,28
15,94	1,32
15,97	1,28
15,99	1,33
16,01	1,30
16,04	1,33
16,06	1,29
16,09	1,34
16,11	1,31
16,14	1,35
16,16	1,31
16,19	1,36
16,21	1,33
16,23	1,36
16,26	1,31
16,28	1,35
16,31	1,30
16,33	1,33
16,36	1,27
16,38	1,31
16,41	1,28
16,43	1,30
16,45	1,25
16,48	1,27
16,50	1,24
16,53	1,26
16,55	1,21
16,58	1,20
16,60	1,16
16,63	1,17
16,65	1,13
16,67	1,12
16,70	1,08
16,72	1,09
16,75	1,05
16,77	1,04
16,80	1,00
16,82	0,98
16,84	0,93
16,87	0,91
16,89	0,87
16,92	0,85
16,94	0,81
16,97	0,79
16,99	0,77
17,02	0,75
17,04	0,72
17,06	0,70
17,09	0,67
17,11	0,67
17,14	0,63
17,16	0,61
17,19	0,59
17,21	0,58
17,24	0,55
17,26	0,54
17,28	0,51
17,31	0,50
17,33	0,49
17,36	0,47
17,38	0,46
17,41	0,44
17,43	0,43
17,46	0,40
17,48	0,40
17,50	0,38
17,53	0,37
17,55	0,35
17,58	0,35
17,60	0,33
17,63	0,35
17,65	0,32
17,68	0,32
17,70	0,31
17,72	0,34
17,75	0,32
17,77	0,33
17,80	0,32
17,82	0,35
17,85	0,34
17,87	0,35
17,89	0,34
17,92	0,35
17,94	0,34
17,97	0,35
17,99	0,34
18,02	0,36
18,04	0,35
18,07	0,36
18,09	0,37
18,11	0,39
18,14	0,39
18,16	0,40
18,19	0,40
18,21	0,42
18,24	0,43
18,26	0,43
18,29	0,44
18,31	0,45
18,33	0,48
18,36	0,48
18,38	0,49
18,41	0,50
18,43	0,53
18,46	0,54
18,48	0,56
18,51	0,56
18,53	0,57
18,55	0,58
18,58	0,60
18,60	0,60
18,63	0,62
18,65	0,63
18,68	0,64
18,70	0,66
18,73	0,68
18,75	0,69
18,77	0,70
18,80	0,71
18,82	0,72
18,85	0,74
18,87	0,74
18,90	0,75
18,92	0,77
18,94	0,81
18,97	0,82
18,99	0,83
19,02	0,85
19,04	0,88
19,07	0,90
19,09	0,91
19,12	0,92
19,14	0,93
19,16	0,95
19,19	0,95
19,21	0,97
19,24	0,97
19,26	1,00
19,29	1,00
19,31	1,03
19,34	1,04
19,36	1,07
19,38	1,06
19,41	1,10
19,43	1,09
19,46	1,13
19,48	1,12
19,51	1,16
19,53	1,14
19,56	1,21
19,58	1,19
19,60	1,24
19,63	1,23
19,65	1,29
19,68	1,27
19,70	1,33
19,73	1,30
19,75	1,36
19,78	1,34
19,80	1,40
19,82	1,37
19,85	1,43
19,87	1,41
19,90	1,46
19,92	1,44
19,95	1,50
19,97	1,48
19,99	1,52
20,02	1,50
20,04	1,56
20,07	1,54
20,09	1,59
20,12	1,57
20,14	1,63
20,17	1,65
20,19	1,69
20,21	1,68
20,24	1,73
20,26	1,73
20,29	1,77
20,31	1,76
20,34	1,79
20,36	1,80
20,39	1,83
20,41	1,83
20,43	1,85
20,46	1,87
20,48	1,89
20,51	1,90
20,53	1,92
20,56	1,94
20,58	1,96
20,61	1,96
20,63	1,97
20,65	1,99
20,68	2,00
20,70	2,02
20,73	2,02
20,75	2,03
20,78	2,06
20,80	2,06
20,83	2,07
20,85	2,08
20,87	2,10
20,90	2,11
20,92	2,10
20,95	2,11
20,97	2,11
21,00	2,11
21,02	2,09
21,05	2,09
21,07	2,08
21,09	2,07
21,12	2,06
21,14	2,04
21,17	2,02
21,19	2,01
21,22	1,96
21,24	1,93
21,26	1,90
21,29	1,86
21,31	1,83
21,34	1,80
21,36	1,77
21,39	1,74
21,41	1,71
21,44	1,67
21,46	1,64
21,48	1,60
21,51	1,56
21,53	1,50
21,56	1,46
21,58	1,40
21,61	1,36
21,63	1,31
21,66	1,26
21,68	1,21
21,70	1,17
21,73	1,12
21,75	1,09
21,78	1,03
21,80	0,99
21,83	0,93
21,85	0,89
21,88	0,86
21,90	0,80
21,92	0,76
21,95	0,72
21,97	0,70
22,00	0,66
22,02	0,64
22,05	0,59
22,07	0,60
22,10	0,57
22,12	0,56
22,14	0,51
22,17	0,52
22,19	0,48
22,22	0,48
22,24	0,45
22,27	0,45
22,29	0,42
22,31	0,43
22,34	0,40
22,36	0,41
22,39	0,39
22,41	0,40
22,44	0,38
22,46	0,39
22,49	0,38
22,51	0,39
22,53	0,38
22,56	0,39
22,58	0,38
22,61	0,38
22,63	0,39
22,66	0,37
22,68	0,36
22,71	0,37
22,73	0,37
22,75	0,36
22,78	0,36
22,80	0,36
22,83	0,39
22,85	0,41
22,88	0,44
22,90	0,46
22,93	0,50
22,95	0,52
22,97	0,57
23,00	0,57
23,02	0,62
23,05	0,62
23,07	0,66
23,10	0,65
23,12	0,70
23,15	0,67
23,17	0,71
23,19	0,70
23,22	0,75
23,24	0,72
23,27	0,77
23,29	0,76
23,32	0,84
23,34	0,82
23,36	0,87
23,39	0,86
23,41	0,93
23,44	0,92
23,46	0,96
23,49	0,94
23,51	1,00
23,54	0,99
23,56	1,04
23,58	1,02
23,61	1,07
23,63	1,06
23,66	1,12
23,68	1,11
23,71	1,16
23,73	1,16
23,76	1,20
23,78	1,19
23,80	1,24
23,83	1,24
23,85	1,27
23,88	1,27
23,90	1,32
23,93	1,35
23,95	1,39
23,98	1,40
24,00	1,44
24,02	1,47
24,05	1,51
24,07	1,51
24,10	1,53
24,12	1,55
24,15	1,57
24,17	1,59
24,20	1,61
24,22	1,64
24,24	1,66
24,27	1,70
24,29	1,71
24,32	1,75
24,34	1,77
24,37	1,79
24,39	1,80
24,42	1,83
24,44	1,84
24,46	1,87
24,49	1,88
24,51	1,92
24,54	1,96
24,56	1,99
24,59	2,01
24,61	2,05
24,63	2,09
24,66	2,13
24,68	2,14
24,71	2,16
24,73	2,19
24,76	2,22
24,78	2,24
24,81	2,26
24,83	2,27
24,85	2,30
24,88	2,33
24,90	2,36
24,93	2,37
24,95	2,39
24,98	2,38
25,00	2,40
25,03	2,42
25,05	2,44
25,07	2,45
25,10	2,49
25,12	2,53
25,15	2,59
25,17	2,63
25,20	2,66
25,22	2,70
25,25	2,74
25,27	2,76
25,29	2,78
25,32	2,81
25,34	2,83
25,37	2,85
25,39	2,86
25,42	2,88
25,44	2,89
25,47	2,91
25,49	2,92
25,51	2,95
25,54	2,97
25,56	2,98
25,59	2,98
25,61	2,98
25,64	2,99
25,66	2,99
25,68	2,98
25,71	2,97
25,73	2,97
25,76	2,98
25,78	2,96
25,81	2,95
25,83	2,94
25,86	2,94
25,88	2,92
25,90	2,90
25,93	2,88
25,95	2,87
25,98	2,83
26,00	2,81
26,03	2,75
26,05	2,73
26,08	2,67
26,10	2,63
26,12	2,56
26,15	2,53
26,17	2,45
26,20	2,40
26,22	2,32
26,25	2,29
26,27	2,20
26,30	2,16
26,32	2,07
26,34	2,03
26,37	1,96
26,39	1,91
26,42	1,81
26,44	1,77
26,47	1,69
26,49	1,64
26,52	1,54
26,54	1,51
26,56	1,44
26,59	1,40
26,61	1,31
26,64	1,27
26,66	1,19
26,69	1,17
26,71	1,07
26,73	1,04
26,76	0,96
26,78	0,93
26,81	0,85
26,83	0,83
26,86	0,77
26,88	0,77
26,91	0,69
26,93	0,69
26,95	0,64
26,98	0,65
27,00	0,59
27,03	0,59
27,05	0,55
27,08	0,58
27,10	0,53
27,13	0,55
27,15	0,51
27,17	0,53
27,20	0,49
27,22	0,51
27,25	0,46
27,27	0,49
27,30	0,46
27,32	0,49
27,35	0,46
27,37	0,50
27,39	0,47
27,42	0,50
27,44	0,48
27,47	0,51
27,49	0,50
27,52	0,53
27,54	0,52
27,57	0,56
27,59	0,56
27,61	0,59
27,64	0,59
27,66	0,63
27,69	0,66
27,71	0,69
27,74	0,71
27,76	0,74
27,78	0,77
27,81	0,79
27,83	0,80
27,86	0,81
27,88	0,84
27,91	0,85
27,93	0,88
27,96	0,89
27,98	0,93
28,00	0,96
28,03	0,99
28,05	1,01
28,08	1,05
28,10	1,07
28,13	1,09
28,15	1,11
28,18	1,14
28,20	1,15
28,22	1,18
28,25	1,20
28,27	1,24
28,30	1,30
28,32	1,33
28,35	1,36
28,37	1,40
28,40	1,44
28,42	1,47
28,44	1,50
28,47	1,52
28,49	1,56
28,52	1,59
28,54	1,62
28,57	1,65
28,59	1,68
28,62	1,72
28,64	1,75
28,66	1,78
28,69	1,81
28,71	1,84
28,74	1,86
28,76	1,89
28,79	1,93
28,81	1,96
28,84	1,98
28,86	2,01
28,88	2,06
28,91	2,11
28,93	2,14
28,96	2,17
28,98	2,22
29,01	2,25
29,03	2,29
29,05	2,31
29,08	2,33
29,10	2,37
29,13	2,41
29,15	2,43
29,18	2,47
29,20	2,50
29,23	2,55
29,25	2,58
29,27	2,62
29,30	2,65
29,32	2,68
29,35	2,70
29,37	2,73
29,40	2,76
29,42	2,79
29,45	2,81
29,47	2,84
29,49	2,88
29,52	2,94
29,54	2,98
29,57	3,02
29,59	3,06
29,62	3,12
29,64	3,15
29,67	3,19
29,69	3,21
29,71	3,26
29,74	3,28
29,76	3,32
29,79	3,34
29,81	3,39
29,84	3,43
29,86	3,47
29,89	3,49
29,91	3,54
29,93	3,57
29,96	3,59
29,98	3,62
30,01	3,66
30,03	3,69
30,06	3,72
30,08	3,74
30,10	3,78
30,13	3,82
30,15	3,87
30,18	3,88
30,20	3,93
30,23	3,96
30,25	4,00
30,28	4,00
30,30	4,04
30,32	4,03
30,35	4,08
30,37	4,06
30,40	4,10
30,42	4,09
30,45	4,13
30,47	4,11
30,50	4,14
30,52	4,12
30,54	4,15
30,57	4,12
30,59	4,14
30,62	4,11
30,64	4,12
30,67	4,07
30,69	4,08
30,72	4,03
30,74	4,03
30,76	3,97
30,79	3,95
30,81	3,90
30,84	3,90
30,86	3,84
30,89	3,81
30,91	3,75
30,94	3,72
30,96	3,65
30,98	3,61
31,01	3,52
31,03	3,46
31,06	3,36
31,08	3,29
31,11	3,19
31,13	3,11
31,15	3,01
31,18	2,93
31,20	2,86
31,23	2,78
31,25	2,70
31,28	2,59
31,30	2,52
31,33	2,42
31,35	2,33
31,37	2,22
31,40	2,15
31,42	2,05
31,45	2,00
31,47	1,90
31,50	1,84
31,52	1,76
31,55	1,71
31,57	1,63
31,59	1,57
31,62	1,50
31,64	1,45
31,67	1,38
31,69	1,33
31,72	1,25
31,74	1,20
31,77	1,13
31,79	1,09
31,81	1,04
31,84	1,00
31,86	0,96
31,89	0,93
31,91	0,90
31,94	0,88
31,96	0,84
31,99	0,81
32,01	0,79
32,03	0,77
32,06	0,78
32,08	0,76
32,11	0,75
32,13	0,75
32,16	0,76
32,18	0,75
32,20	0,74
32,23	0,73
32,25	0,74
32,28	0,74
32,30	0,75
32,33	0,75
32,35	0,76
32,38	0,77
32,40	0,80
32,42	0,81
32,45	0,83
32,47	0,85
32,50	0,86
32,52	0,88
32,55	0,91
32,57	0,92
32,60	0,94
32,62	0,96
32,64	0,99
32,67	1,04
32,69	1,07
32,72	1,09
32,74	1,12
32,77	1,16
32,79	1,19
32,82	1,22
32,84	1,24
32,86	1,27
32,89	1,31
32,91	1,34
32,94	1,38
32,96	1,42
32,99	1,45
33,01	1,49
33,04	1,53
33,06	1,56
33,08	1,60
33,11	1,61
33,13	1,65
33,16	1,69
33,18	1,73
33,21	1,76
33,23	1,81
33,26	1,85
33,28	1,92
33,30	1,95
33,33	2,00
33,35	2,04
33,38	2,10
33,40	2,13
33,43	2,18
33,45	2,20
33,47	2,26
33,50	2,28
33,52	2,34
33,55	2,36
33,57	2,43
33,60	2,46
33,62	2,52
33,65	2,54
33,67	2,60
33,69	2,63
33,72	2,67
33,74	2,71
33,77	2,75
33,79	2,79
33,82	2,85
33,84	2,88
33,87	2,94
33,89	2,98
33,91	3,05
33,94	3,08
33,96	3,14
33,99	3,17
34,01	3,24
34,04	3,25
34,06	3,32
34,09	3,34
34,11	3,41
34,13	3,43
34,16	3,50
34,18	3,53
34,21	3,61
34,23	3,64
34,26	3,71
34,28	3,73
34,31	3,79
34,33	3,81
34,35	3,86
34,38	3,89
34,40	3,95
34,43	3,97
34,45	4,03
34,48	4,07
34,50	4,13
34,52	4,17
34,55	4,22
34,57	4,27
34,60	4,33
34,62	4,37
34,65	4,41
34,67	4,46
34,70	4,50
34,72	4,55
34,74	4,59
34,77	4,64
34,79	4,68
34,82	4,74
34,84	4,76
34,87	4,83
34,89	4,85
34,92	4,92
34,94	4,92
34,96	4,99
34,99	4,99
35,01	5,05
35,04	5,06
35,06	5,11
35,09	5,13
35,11	5,20
35,14	5,21
35,16	5,27
35,18	5,29
35,21	5,35
35,23	5,36
35,26	5,39
35,28	5,41
35,31	5,43
35,33	5,44
35,36	5,45
35,38	5,44
35,40	5,45
35,43	5,44
35,45	5,43
35,48	5,42
35,50	5,40
35,53	5,39
35,55	5,37
35,57	5,35
35,60	5,32
35,62	5,29
35,65	5,24
35,67	5,21
35,70	5,15
35,72	5,11
35,75	5,03
35,77	4,99
35,79	4,92
35,82	4,89
35,84	4,81
35,87	4,74
35,89	4,67
35,92	4,61
35,94	4,51
35,97	4,43
35,99	4,32
36,01	4,23
36,04	4,12
36,06	4,02
36,09	3,91
36,11	3,81
36,14	3,71
36,16	3,61
36,19	3,52
36,21	3,42
36,23	3,33
36,26	3,22
36,28	3,13
36,31	3,02
36,33	2,92
36,36	2,81
36,38	2,71
36,41	2,61
36,43	2,55
36,45	2,46
36,48	2,37
36,50	2,30
36,53	2,24
36,55	2,17
36,58	2,10
36,60	2,02
36,62	1,95
36,65	1,88
36,67	1,81
36,70	1,74
36,72	1,67
36,75	1,63
36,77	1,57
36,80	1,52
36,82	1,47
36,84	1,43
36,87	1,38
36,89	1,36
36,92	1,31
36,94	1,28
36,97	1,24
36,99	1,23
37,02	1,19
37,04	1,21
37,06	1,18
37,09	1,17
37,11	1,16
37,14	1,18
37,16	1,17
37,19	1,18
37,21	1,17
37,24	1,19
37,26	1,18
37,28	1,21
37,31	1,19
37,33	1,22
37,36	1,21
37,38	1,24
37,41	1,22
37,43	1,27
37,46	1,26
37,48	1,30
37,50	1,29
37,53	1,36
37,55	1,36
37,58	1,41
37,60	1,42
37,63	1,48
37,65	1,50
37,68	1,55
37,70	1,55
37,72	1,61
37,75	1,64
37,77	1,70
37,80	1,71
37,82	1,78
37,85	1,80
37,87	1,86
37,89	1,89
37,92	1,93
37,94	1,97
37,97	2,03
37,99	2,05
38,02	2,11
38,04	2,14
38,07	2,21
38,09	2,23
38,11	2,29
38,14	2,33
38,16	2,39
38,19	2,43
38,21	2,50
38,24	2,56
38,26	2,62
38,29	2,66
38,31	2,70
38,33	2,76
38,36	2,82
38,38	2,87
38,41	2,90
38,43	2,97
38,46	3,03
38,48	3,11
38,51	3,16
38,53	3,22
38,55	3,27
38,58	3,35
38,60	3,39
38,63	3,46
38,65	3,49
38,68	3,56
38,70	3,59
38,73	3,65
38,75	3,70
38,77	3,77
38,80	3,80
38,82	3,88
38,85	3,94
38,87	4,01
38,90	4,06
38,92	4,13
38,94	4,17
38,97	4,26
38,99	4,31
39,02	4,36
39,04	4,42
39,07	4,49
39,09	4,55
39,12	4,62
39,14	4,67
39,16	4,73
39,19	4,80
39,21	4,85
39,24	4,90
39,26	4,95
39,29	5,01
39,31	5,07
39,34	5,12
39,36	5,18
39,38	5,24
39,41	5,29
39,43	5,36
39,46	5,42
39,48	5,48
39,51	5,53
39,53	5,59
39,56	5,64
39,58	5,72
39,60	5,77
39,63	5,82
39,65	5,87
39,68	5,94
39,70	5,99
39,73	6,06
39,75	6,10
39,78	6,17
39,80	6,22
39,82	6,28
39,85	6,32
39,87	6,37
39,90	6,41
39,92	6,46
39,95	6,49
39,97	6,55
39,99	6,58
40,02	6,62
40,04	6,64
40,07	6,69
40,09	6,72
40,12	6,75
40,14	6,77
40,17	6,81
40,19	6,84
40,21	6,86
40,24	6,87
40,26	6,88
40,29	6,89
40,31	6,90
40,34	6,89
40,36	6,88
40,39	6,87
40,41	6,86
40,43	6,84
40,46	6,83
40,48	6,80
40,51	6,77
40,53	6,74
40,56	6,71
40,58	6,67
40,61	6,62
40,63	6,55
40,65	6,49
40,68	6,43
40,70	6,35
40,73	6,27
40,75	6,19
40,78	6,14
40,80	6,08
40,83	6,01
40,85	5,91
40,87	5,86
40,90	5,77
40,92	5,69
40,95	5,57
40,97	5,46
41,00	5,34
41,02	5,24
41,05	5,11
41,07	5,02
41,09	4,92
41,12	4,82
41,14	4,73
41,17	4,62
41,19	4,53
41,22	4,42
41,24	4,29
41,26	4,16
41,29	4,07
41,31	3,92
41,34	3,83
41,36	3,70
41,39	3,63
41,41	3,54
41,44	3,47
41,46	3,36
41,48	3,29
41,51	3,22
41,53	3,14
41,56	3,03
41,58	2,93
41,61	2,85
41,63	2,76
41,66	2,68
41,68	2,59
41,70	2,54
41,73	2,48
41,75	2,43
41,78	2,37
41,80	2,33
41,83	2,26
41,85	2,21
41,88	2,13
41,90	2,10
41,92	2,04
41,95	2,00
41,97	1,95
42,00	1,94
42,02	1,91
42,05	1,91
42,07	1,86
42,10	1,87
42,12	1,85
42,14	1,86
42,17	1,83
42,19	1,84
42,22	1,82
42,24	1,86
42,27	1,83
42,29	1,85
42,31	1,83
42,34	1,85
42,36	1,85
42,39	1,87
42,41	1,86
42,44	1,90
42,46	1,89
42,49	1,93
42,51	1,96
42,53	1,99
42,56	2,01
42,58	2,05
42,61	2,08
