Voltage U1	Corriente IA
7,00	1,05
7,03	1,06
7,05	1,02
7,08	1,03
7,10	1,00
7,13	1,02
7,15	0,98
7,17	0,98
7,20	0,95
7,22	0,97
7,25	0,94
7,27	0,95
7,30	0,92
7,32	0,94
7,35	0,93
7,37	0,94
7,39	0,91
7,42	0,92
7,44	0,90
7,47	0,91
7,49	0,88
7,52	0,88
7,54	0,86
7,57	0,87
7,59	0,85
7,61	0,85
7,64	0,84
7,66	0,85
7,69	0,84
7,71	0,84
7,74	0,84
7,76	0,84
7,78	0,82
7,81	0,83
7,83	0,83
7,86	0,83
7,88	0,82
7,91	0,82
7,93	0,82
7,96	0,85
7,98	0,85
8,00	0,85
8,03	0,85
8,05	0,87
8,08	0,86
8,10	0,87
8,13	0,87
8,15	0,88
8,18	0,88
8,20	0,90
8,22	0,89
8,25	0,90
8,27	0,90
8,30	0,90
8,32	0,90
8,35	0,92
8,37	0,91
8,40	0,91
8,42	0,91
8,44	0,96
8,47	0,92
8,49	0,94
8,52	0,90
8,54	0,93
8,57	0,90
8,59	0,93
8,62	0,86
8,64	0,93
8,66	0,89
8,69	0,96
8,71	0,90
8,74	0,97
8,76	0,92
8,79	1,00
8,81	0,94
8,84	1,01
8,86	0,96
8,88	1,03
8,91	0,99
8,93	1,01
8,96	1,00
8,98	1,03
9,01	1,01
9,03	1,05
9,05	1,05
9,08	1,08
9,10	1,11
9,13	1,12
9,15	1,16
9,18	1,18
9,20	1,20
9,23	1,20
9,25	1,23
9,27	1,25
9,30	1,27
9,32	1,28
9,35	1,31
9,37	1,33
9,40	1,36
9,42	1,37
9,45	1,39
9,47	1,41
9,49	1,43
9,52	1,45
9,54	1,47
9,57	1,48
9,59	1,50
9,62	1,51
9,64	1,53
9,67	1,55
9,69	1,57
9,71	1,58
9,74	1,61
9,76	1,62
9,79	1,66
9,81	1,67
9,84	1,70
9,86	1,71
9,89	1,76
9,91	1,77
9,93	1,80
9,96	1,82
9,98	1,86
10,01	1,88
10,03	1,90
10,06	1,92
10,08	1,96
10,10	1,98
10,13	2,00
10,15	2,02
10,18	2,04
10,20	2,06
10,23	2,08
10,25	2,10
10,28	2,12
10,30	2,15
10,32	2,16
10,35	2,20
10,37	2,22
10,40	2,27
10,42	2,27
10,45	2,32
10,47	2,34
10,50	2,40
10,52	2,40
10,54	2,45
10,57	2,46
10,59	2,52
10,62	2,52
10,64	2,57
10,67	2,56
10,69	2,63
10,72	2,63
10,74	2,69
10,76	2,69
10,79	2,75
10,81	2,75
10,84	2,81
10,86	2,81
10,89	2,87
10,91	2,88
10,94	2,93
10,96	2,94
10,98	3,01
11,01	3,04
11,03	3,11
11,06	3,14
11,08	3,22
11,11	3,26
11,13	3,33
11,15	3,37
11,18	3,45
11,20	3,50
11,23	3,58
11,25	3,62
11,28	3,71
11,30	3,78
11,33	3,86
11,35	3,93
11,37	4,00
11,40	4,06
11,42	4,13
11,45	4,16
11,47	4,22
11,50	4,25
11,52	4,29
11,55	4,30
11,57	4,33
11,59	4,34
11,62	4,34
11,64	4,33
11,67	4,31
11,69	4,29
11,72	4,28
11,74	4,23
11,77	4,18
11,79	4,13
11,81	4,07
11,84	4,01
11,86	3,92
11,89	3,83
11,91	3,73
11,94	3,65
11,96	3,58
11,99	3,38
12,01	3,33
12,03	3,15
12,06	3,07
12,08	2,91
12,11	2,85
12,13	2,65
12,16	2,68
12,18	2,50
12,21	2,53
12,23	2,37
12,25	2,40
12,28	2,26
12,30	2,30
12,33	2,21
12,35	2,24
12,38	2,14
12,40	2,18
12,42	2,11
12,45	2,14
12,47	2,07
12,50	2,09
12,52	2,03
12,55	2,05
12,57	2,01
12,60	2,01
12,62	2,00
12,64	2,00
12,67	1,99
12,69	2,00
12,72	2,00
12,74	2,01
12,77	2,01
12,79	2,00
12,82	2,02
12,84	2,02
12,86	2,03
12,89	2,03
12,91	2,06
12,94	2,07
12,96	2,08
12,99	2,09
13,01	2,10
13,04	2,12
13,06	2,14
13,08	2,15
13,11	2,17
13,13	2,20
13,16	2,21
13,18	2,22
13,21	2,24
13,23	2,24
13,26	2,26
13,28	2,27
13,30	2,29
13,33	2,30
13,35	2,32
13,38	2,31
13,40	2,33
13,43	2,34
13,45	2,37
13,47	2,37
13,50	2,40
13,52	2,43
13,55	2,47
13,57	2,50
13,60	2,53
13,62	2,55
13,65	2,56
13,67	2,55
13,69	2,58
13,72	2,59
13,74	2,60
13,77	2,62
13,79	2,63
13,82	2,69
13,84	2,73
13,87	2,76
13,89	2,79
13,91	2,81
13,94	2,81
13,96	2,83
13,99	2,79
14,01	2,77
14,04	2,71
14,06	2,66
14,09	2,56
14,11	2,52
14,13	2,44
14,16	2,42
14,18	2,36
14,21	2,37
14,23	2,36
14,26	2,42
14,28	2,40
14,31	2,47
14,33	2,48
14,35	2,55
14,38	2,56
14,40	2,62
14,43	2,63
14,45	2,69
14,48	2,68
14,50	2,73
14,52	2,74
14,55	2,79
14,57	2,80
14,60	2,84
14,62	2,86
14,65	2,92
14,67	2,95
14,70	3,00
14,72	3,02
14,74	3,08
14,77	3,13
14,79	3,17
14,82	3,19
14,84	3,24
14,87	3,28
14,89	3,33
14,92	3,36
14,94	3,41
14,96	3,46
14,99	3,52
15,01	3,55
15,04	3,60
15,06	3,64
15,09	3,69
15,11	3,72
15,14	3,75
15,16	3,78
15,18	3,82
15,21	3,86
15,23	3,90
15,26	3,94
15,28	3,98
15,31	4,02
15,33	4,07
15,36	4,13
15,38	4,17
15,40	4,22
15,43	4,25
15,45	4,30
15,48	4,37
15,50	4,42
15,53	4,46
15,55	4,52
15,57	4,58
15,60	4,66
15,62	4,70
15,65	4,77
15,67	4,82
15,70	4,91
15,72	4,95
15,75	4,97
15,77	5,05
15,79	5,08
15,82	5,16
15,84	5,20
15,87	5,28
15,89	5,34
15,92	5,47
15,94	5,50
15,97	5,66
15,99	5,72
16,01	5,87
16,04	5,93
16,06	6,05
16,09	6,16
16,11	6,28
16,14	6,37
16,16	6,47
16,19	6,60
16,21	6,70
16,23	6,82
16,26	6,89
16,28	7,02
16,31	7,07
16,33	7,18
16,36	7,20
16,38	7,28
16,41	7,30
16,43	7,34
16,45	7,33
16,48	7,35
16,50	7,31
16,53	7,27
16,55	7,20
16,58	7,13
16,60	7,03
16,63	6,93
16,65	6,81
16,67	6,71
16,70	6,60
16,72	6,48
16,75	6,34
16,77	6,21
16,80	6,08
16,82	5,92
16,84	5,76
16,87	5,60
16,89	5,45
16,92	5,30
16,94	5,16
16,97	5,02
16,99	4,91
17,02	4,80
17,04	4,70
17,06	4,60
17,09	4,53
17,11	4,43
17,14	4,34
17,16	4,25
17,19	4,19
17,21	4,11
17,24	4,04
17,26	3,97
17,28	3,93
17,31	3,87
17,33	3,83
17,36	3,77
17,38	3,74
17,41	3,71
17,43	3,68
17,46	3,63
17,48	3,61
17,50	3,56
17,53	3,55
17,55	3,50
17,58	3,48
17,60	3,45
17,63	3,45
17,65	3,42
17,68	3,43
17,70	3,41
17,72	3,43
17,75	3,40
17,77	3,41
17,80	3,40
17,82	3,41
17,85	3,39
17,87	3,40
17,89	3,39
17,92	3,42
17,94	3,41
17,97	3,43
17,99	3,44
18,02	3,48
18,04	3,49
18,07	3,51
18,09	3,52
18,11	3,56
18,14	3,57
18,16	3,60
18,19	3,60
18,21	3,63
18,24	3,64
18,26	3,67
18,29	3,68
18,31	3,71
18,33	3,72
18,36	3,75
18,38	3,77
18,41	3,81
18,43	3,83
18,46	3,86
18,48	3,88
18,51	3,91
18,53	3,94
18,55	3,97
18,58	3,98
18,60	4,02
18,63	4,07
18,65	4,09
18,68	4,12
18,70	4,16
18,73	4,22
18,75	4,25
18,77	4,29
18,80	4,32
18,82	4,35
18,85	4,38
18,87	4,41
18,90	4,43
18,92	4,47
18,94	4,50
18,97	4,54
18,99	4,58
19,02	4,63
19,04	4,66
19,07	4,70
19,09	4,73
19,12	4,78
19,14	4,80
19,16	4,85
19,19	4,87
19,21	4,93
19,24	4,98
19,26	5,03
19,29	5,07
19,31	5,13
19,34	5,18
19,36	5,24
19,38	5,27
19,41	5,30
19,43	5,35
19,46	5,37
19,48	5,40
19,51	5,42
19,53	5,46
19,56	5,49
19,58	5,53
19,60	5,56
19,63	5,61
19,65	5,66
19,68	5,70
19,70	5,75
19,73	5,79
19,75	5,85
19,78	5,87
19,80	5,94
19,82	5,96
19,85	6,07
19,87	6,11
19,90	6,18
19,92	6,22
19,95	6,32
19,97	6,37
19,99	6,46
20,02	6,49
20,04	6,57
20,07	6,62
20,09	6,70
20,12	6,75
20,14	6,82
20,17	6,87
20,19	6,95
20,21	7,02
20,24	7,12
20,26	7,20
20,29	7,27
20,31	7,36
20,34	7,45
20,36	7,52
20,39	7,60
20,41	7,68
20,43	7,77
20,46	7,88
20,48	7,97
20,51	8,08
20,53	8,19
20,56	8,33
20,58	8,45
20,61	8,60
20,63	8,73
20,65	8,88
20,68	9,00
20,70	9,16
20,73	9,27
20,75	9,43
20,78	9,56
20,80	9,74
20,83	9,88
20,85	10,09
20,87	10,26
20,90	10,47
20,92	10,64
20,95	10,86
20,97	11,00
21,00	11,20
21,02	11,32
21,05	11,50
21,07	11,64
21,09	11,81
21,12	11,89
21,14	12,06
21,17	12,16
21,19	12,30
21,22	12,33
21,24	12,42
21,26	12,42
21,29	12,47
21,31	12,43
21,34	12,43
21,36	12,36
21,39	12,32
21,41	12,21
21,44	12,12
21,46	11,97
21,48	11,84
21,51	11,63
21,53	11,46
21,56	11,25
21,58	11,06
21,61	10,85
21,63	10,67
21,66	10,48
21,68	10,31
21,70	10,11
21,73	9,94
21,75	9,76
21,78	9,58
21,80	9,38
21,83	9,18
21,85	8,99
21,88	8,84
21,90	8,67
21,92	8,53
21,95	8,37
21,97	8,25
22,00	8,12
22,02	8,00
22,05	7,86
22,07	7,73
22,10	7,59
22,12	7,45
22,14	7,32
22,17	7,20
22,19	7,08
22,22	6,96
22,24	6,87
22,27	6,76
22,29	6,67
22,31	6,56
22,34	6,47
22,36	6,38
22,39	6,32
22,41	6,21
22,44	6,14
22,46	6,07
22,49	6,02
22,51	5,95
22,53	5,92
22,56	5,85
22,58	5,83
22,61	5,78
22,63	5,76
22,66	5,71
22,68	5,71
22,71	5,67
22,73	5,66
22,75	5,62
22,78	5,63
22,80	5,59
22,83	5,60
22,85	5,57
22,88	5,58
22,90	5,56
22,93	5,57
22,95	5,58
22,97	5,60
23,00	5,61
23,02	5,63
23,05	5,63
23,07	5,64
23,10	5,65
23,12	5,65
23,15	5,64
23,17	5,64
23,19	5,64
23,22	5,65
23,24	5,66
23,27	5,68
23,29	5,69
23,32	5,73
23,34	5,75
23,36	5,80
23,39	5,81
23,41	5,87
23,44	5,86
23,46	5,92
23,49	5,91
23,51	5,97
23,54	5,98
23,56	6,04
23,58	6,05
23,61	6,15
23,63	6,17
23,66	6,25
23,68	6,29
23,71	6,35
23,73	6,40
23,76	6,45
23,78	6,48
23,80	6,53
23,83	6,58
23,85	6,64
23,88	6,67
23,90	6,73
23,93	6,79
23,95	6,85
23,98	6,90
24,00	6,96
24,02	7,02
24,05	7,07
24,07	7,12
24,10	7,16
24,12	7,22
24,15	7,26
24,17	7,33
24,20	7,37
24,22	7,47
24,24	7,52
24,27	7,60
24,29	7,65
24,32	7,75
24,34	7,78
24,37	7,86
24,39	7,89
24,42	7,97
24,44	8,01
24,46	8,10
24,49	8,14
24,51	8,23
24,54	8,28
24,56	8,38
24,59	8,43
24,61	8,54
24,63	8,58
24,66	8,67
24,68	8,71
24,71	8,81
24,73	8,86
24,76	8,94
24,78	8,98
24,81	9,08
24,83	9,15
24,85	9,25
24,88	9,31
24,90	9,43
24,93	9,52
24,95	9,64
24,98	9,72
25,00	9,82
25,03	9,90
25,05	10,01
25,07	10,08
25,10	10,18
25,12	10,27
25,15	10,38
25,17	10,48
25,20	10,61
25,22	10,72
25,25	10,87
25,27	10,98
25,29	11,11
25,32	11,23
25,34	11,38
25,37	11,49
25,39	11,65
25,42	11,79
25,44	11,98
25,47	12,15
25,49	12,35
25,51	12,57
25,54	12,81
25,56	13,03
25,59	13,26
25,61	13,47
25,64	13,68
25,66	13,90
25,68	14,09
25,71	14,29
25,73	14,50
25,76	14,71
25,78	14,93
25,81	15,17
25,83	15,38
25,86	15,61
25,88	15,79
25,90	16,02
25,93	16,16
25,95	16,35
25,98	16,45
26,00	16,61
26,03	16,70
26,05	16,84
26,08	16,86
26,10	16,97
26,12	16,97
26,15	17,07
26,17	17,02
26,20	17,05
26,22	16,97
26,25	16,99
26,27	16,88
26,30	16,86
26,32	16,70
26,34	16,66
26,37	16,48
26,39	16,40
26,42	16,19
26,44	16,08
26,47	15,87
26,49	15,73
26,52	15,52
26,54	15,40
26,56	15,21
26,59	15,07
26,61	14,87
26,64	14,74
26,66	14,57
26,69	14,41
26,71	14,21
26,73	14,05
26,76	13,87
26,78	13,70
26,81	13,46
26,83	13,31
26,86	13,12
26,88	12,99
26,91	12,76
26,93	12,62
26,95	12,40
26,98	12,31
27,00	12,05
27,03	11,94
27,05	11,66
27,08	11,56
27,10	11,27
27,13	11,18
27,15	10,91
27,17	10,80
27,20	10,58
27,22	10,49
27,25	10,30
27,27	10,23
27,30	10,06
27,32	9,98
27,35	9,86
27,37	9,77
27,39	9,65
27,42	9,55
27,44	9,45
27,47	9,37
27,49	9,29
27,52	9,21
27,54	9,13
27,57	9,06
27,59	9,00
27,61	8,93
27,64	8,87
27,66	8,80
27,69	8,75
27,71	8,68
27,74	8,64
27,76	8,58
27,78	8,56
27,81	8,49
27,83	8,47
27,86	8,43
27,88	8,43
27,91	8,38
27,93	8,39
27,96	8,36
27,98	8,40
28,00	8,37
28,03	8,38
28,05	8,36
28,08	8,39
28,10	8,37
28,13	8,39
28,15	8,37
28,18	8,41
28,20	8,40
28,22	8,44
28,25	8,44
28,27	8,47
28,30	8,49
28,32	8,53
28,35	8,55
28,37	8,60
28,40	8,61
28,42	8,64
28,44	8,66
28,47	8,71
28,49	8,73
28,52	8,77
28,54	8,80
28,57	8,86
28,59	8,93
28,62	8,98
28,64	9,02
28,66	9,09
28,69	9,15
28,71	9,21
28,74	9,25
28,76	9,30
28,79	9,36
28,81	9,42
28,84	9,46
28,86	9,52
28,88	9,57
28,91	9,65
28,93	9,71
28,96	9,78
28,98	9,85
29,01	9,91
29,03	9,96
29,05	10,03
29,08	10,10
29,10	10,16
29,13	10,22
29,15	10,28
29,18	10,37
29,20	10,47
29,23	10,54
29,25	10,63
29,27	10,72
29,30	10,82
29,32	10,91
29,35	10,98
29,37	11,06
29,40	11,14
29,42	11,23
29,45	11,29
29,47	11,38
29,49	11,47
29,52	11,58
29,54	11,66
29,57	11,78
29,59	11,87
29,62	12,00
29,64	12,05
29,67	12,16
29,69	12,24
29,71	12,35
29,74	12,41
29,76	12,53
29,79	12,60
29,81	12,76
29,84	12,85
29,86	12,99
29,89	13,10
29,91	13,28
29,93	13,36
29,96	13,51
29,98	13,61
30,01	13,77
30,03	13,87
30,06	14,03
30,08	14,13
30,10	14,34
30,13	14,48
30,15	14,69
30,18	14,85
30,20	15,07
30,23	15,25
30,25	15,44
30,28	15,60
30,30	15,82
30,32	16,00
30,35	16,26
30,37	16,41
30,40	16,69
30,42	16,88
30,45	17,20
30,47	17,38
30,50	17,70
30,52	17,86
30,54	18,25
30,57	18,34
30,59	18,72
30,62	18,83
30,64	19,22
30,67	19,31
30,69	19,68
30,72	19,75
30,74	20,17
30,76	20,24
30,79	20,64
30,81	20,70
30,84	20,97
30,86	21,08
30,89	21,31
30,91	21,38
30,94	21,60
30,96	21,63
30,98	21,80
31,01	21,90
31,03	21,96
31,06	22,06
31,08	22,08
31,11	22,16
31,13	22,16
31,15	22,22
31,18	22,18
31,20	22,22
31,23	22,16
31,25	22,17
31,28	22,08
31,30	22,07
31,33	21,96
31,35	21,95
31,37	21,80
31,40	21,77
31,42	21,63
31,45	21,58
31,47	21,41
31,50	21,35
31,52	21,19
31,55	21,15
31,57	20,95
31,59	20,86
31,62	20,67
31,64	20,56
31,67	20,36
31,69	20,20
31,72	19,97
31,74	19,83
31,77	19,60
31,79	19,43
31,81	19,23
31,84	19,07
31,86	18,88
31,89	18,70
31,91	18,48
31,94	18,31
31,96	18,09
31,99	17,87
32,01	17,63
32,03	17,42
32,06	17,21
32,08	17,01
32,11	16,82
32,13	16,65
32,16	16,47
32,18	16,29
32,20	16,12
32,23	15,96
32,25	15,80
32,28	15,61
32,30	15,43
32,33	15,26
32,35	15,11
32,38	14,95
32,40	14,78
32,42	14,65
32,45	14,53
32,47	14,40
32,50	14,27
32,52	14,13
32,55	14,02
32,57	13,90
32,60	13,78
32,62	13,65
32,64	13,55
32,67	13,44
32,69	13,34
32,72	13,24
32,74	13,17
32,77	13,08
32,79	13,01
32,82	12,92
32,84	12,88
32,86	12,80
32,89	12,74
32,91	12,68
32,94	12,65
32,96	12,61
32,99	12,58
33,01	12,53
33,04	12,53
33,06	12,49
33,08	12,48
33,11	12,43
33,13	12,43
33,16	12,40
33,18	12,42
33,21	12,39
33,23	12,41
33,26	12,39
33,28	12,42
33,30	12,40
33,33	12,43
33,35	12,42
33,38	12,46
33,40	12,44
33,43	12,48
33,45	12,48
33,47	12,53
33,50	12,53
33,52	12,59
33,55	12,61
33,57	12,68
33,60	12,71
33,62	12,78
33,65	12,80
33,67	12,90
33,69	12,91
33,72	12,99
33,74	13,01
33,77	13,11
33,79	13,12
33,82	13,22
33,84	13,23
33,87	13,36
33,89	13,37
33,91	13,52
33,94	13,51
33,96	13,65
33,99	13,65
34,01	13,78
34,04	13,78
34,06	13,94
34,09	13,91
34,11	14,07
34,13	14,06
34,16	14,25
34,18	14,26
34,21	14,45
34,23	14,45
34,26	14,66
34,28	14,66
34,31	14,86
34,33	14,86
34,35	15,07
34,38	15,07
34,40	15,27
34,43	15,26
34,45	15,47
34,48	15,54
34,50	15,70
34,52	15,77
34,55	15,94
34,57	16,00
34,60	16,16
34,62	16,22
34,65	16,34
34,67	16,48
34,70	16,60
34,72	16,74
34,74	16,88
34,77	17,04
34,79	17,18
34,82	17,35
34,84	17,50
34,87	17,68
34,89	17,84
34,92	18,02
34,94	18,17
34,96	18,37
34,99	18,53
35,01	18,73
35,04	18,90
35,06	19,12
35,09	19,33
35,11	19,59
35,14	19,82
35,16	20,10
35,18	20,34
35,21	20,60
35,23	20,81
35,26	21,08
35,28	21,29
35,31	21,56
35,33	21,77
35,36	22,05
35,38	22,30
35,40	22,63
35,43	22,88
35,45	23,21
35,48	23,48
35,50	23,80
35,53	24,03
35,55	24,32
35,57	24,54
35,60	24,83
35,62	25,05
35,65	25,31
35,67	25,55
35,70	25,84
35,72	26,07
35,75	26,34
35,77	26,56
35,79	26,80
35,82	26,96
35,84	27,15
35,87	27,31
35,89	27,49
35,92	27,64
35,94	27,79
35,97	27,92
35,99	28,06
36,01	28,21
36,04	28,33
36,06	28,45
36,09	28,53
36,11	28,65
36,14	28,71
36,16	28,80
36,19	28,82
36,21	28,89
36,23	28,90
36,26	28,95
36,28	28,91
36,31	28,98
36,33	28,93
36,36	28,96
36,38	28,88
36,41	28,89
36,43	28,80
36,45	28,80
36,48	28,67
36,50	28,66
36,53	28,54
36,55	28,49
36,58	28,32
36,60	28,28
36,62	28,09
36,65	28,02
36,67	27,82
36,70	27,71
36,72	27,57
36,75	27,49
36,77	27,27
36,80	27,17
36,82	26,97
36,84	26,84
36,87	26,63
36,89	26,43
36,92	26,20
36,94	26,03
36,97	25,79
36,99	25,60
37,02	25,37
37,04	25,20
37,06	25,00
37,09	24,80
37,11	24,59
37,14	24,40
37,16	24,20
37,19	24,02
37,21	23,81
37,24	23,61
37,26	23,40
37,28	23,25
37,31	23,00
37,33	22,87
37,36	22,61
37,38	22,50
37,41	22,26
37,43	22,18
37,46	21,89
37,48	21,87
37,50	21,57
37,53	21,55
37,55	21,24
37,58	21,22
37,60	20,90
37,63	20,90
37,65	20,58
37,68	20,60
37,70	20,31
37,72	20,34
37,75	20,06
37,77	20,09
37,80	19,82
37,82	19,87
37,85	19,59
37,87	19,62
37,89	19,37
37,92	19,42
37,94	19,17
37,97	19,23
37,99	19,01
38,02	19,06
38,04	18,88
38,07	18,94
38,09	18,75
38,11	18,83
38,14	18,74
38,16	18,72
38,19	18,64
38,21	18,62
38,24	18,54
38,26	18,53
38,29	18,47
38,31	18,40
38,33	18,42
38,36	18,35
38,38	18,37
38,41	18,33
38,43	18,38
38,46	18,34
38,48	18,37
38,51	18,33
38,53	18,38
38,55	18,37
38,58	18,41
38,60	18,39
38,63	18,45
38,65	18,47
38,68	18,54
38,70	18,55
38,73	18,61
38,75	18,64
38,77	18,72
38,80	18,74
38,82	18,79
38,85	18,83
38,87	18,91
38,90	18,95
38,92	19,02
38,94	19,06
38,97	19,13
38,99	19,19
39,02	19,27
39,04	19,34
39,07	19,43
39,09	19,49
39,12	19,59
39,14	19,68
39,16	19,80
39,19	19,88
39,21	19,98
39,24	20,07
39,26	20,20
39,29	20,29
39,31	20,40
39,34	20,50
39,36	20,62
39,38	20,73
39,41	20,85
39,43	20,97
39,46	21,12
39,48	21,25
39,51	21,40
39,53	21,54
39,56	21,67
39,58	21,80
39,60	21,94
39,63	22,09
39,65	22,23
39,68	22,38
39,70	22,53
39,73	22,73
39,75	22,93
39,78	23,13
39,80	23,30
39,82	23,49
39,85	23,65
39,87	23,89
39,90	24,05
39,92	24,27
39,95	24,46
39,97	24,71
39,99	24,93
40,02	25,22
40,04	25,44
40,07	25,74
40,09	25,99
40,12	26,29
40,14	26,49
40,17	26,78
40,19	27,01
40,21	27,30
40,24	27,52
40,26	27,81
40,29	28,03
40,31	28,39
40,34	28,66
40,36	29,02
40,39	29,28
40,41	29,63
40,43	29,91
40,46	30,23
40,48	30,47
40,51	30,79
40,53	31,00
40,56	31,32
40,58	31,55
40,61	31,88
40,63	32,15
40,65	32,49
40,68	32,76
40,70	33,09
40,73	33,37
40,75	33,65
40,78	33,87
40,80	34,14
40,83	34,37
40,85	34,62
40,87	34,83
40,90	35,08
40,92	35,31
40,95	35,56
40,97	35,78
41,00	36,02
41,02	36,23
41,05	36,43
41,07	36,45
41,09	36,75
41,12	36,79
41,14	37,10
41,17	37,10
41,19	37,37
41,22	37,37
41,24	37,78
41,26	37,64
41,29	38,02
41,31	37,85
41,34	38,20
41,36	38,00
41,39	38,33
41,41	38,13
41,44	38,42
41,46	38,20
41,48	38,48
41,51	38,25
41,53	38,49
41,56	38,27
41,58	38,49
41,61	38,26
41,63	38,42
41,66	38,19
41,68	38,34
41,70	38,14
41,73	38,25
41,75	38,04
41,78	38,11
41,80	38,01
41,83	37,95
41,85	37,82
41,88	37,73
41,90	37,60
41,92	37,49
41,95	37,36
41,97	37,13
42,00	37,10
42,02	36,91
42,05	36,87
42,07	36,66
42,10	36,59
42,12	36,41
42,14	36,34
42,17	36,13
42,19	36,04
42,22	35,83
42,24	35,72
42,27	35,53
42,29	35,42
42,31	35,26
42,34	35,17
42,36	34,99
42,39	34,89
42,41	34,75
42,44	34,68
42,46	34,51
42,49	34,38
42,51	34,21
42,53	34,10
42,56	33,94
42,58	33,80
42,61	33,64
