Voltage U1	Corriente IA
7,00	0,54
7,03	0,53
7,05	0,54
7,08	0,52
7,10	0,54
7,13	0,53
7,15	0,54
7,17	0,53
7,20	0,55
7,22	0,54
7,25	0,54
7,27	0,53
7,30	0,55
7,32	0,54
7,35	0,53
7,37	0,52
7,39	0,53
7,42	0,54
7,44	0,54
7,47	0,53
7,49	0,54
7,52	0,55
7,54	0,55
7,57	0,54
7,59	0,53
7,61	0,53
7,64	0,53
7,66	0,53
7,69	0,53
7,71	0,53
7,74	0,53
7,76	0,52
7,78	0,52
7,81	0,52
7,83	0,52
7,86	0,50
7,88	0,50
7,91	0,49
7,93	0,50
7,96	0,49
7,98	0,50
8,00	0,49
8,03	0,52
8,05	0,52
8,08	0,53
8,10	0,53
8,13	0,55
8,15	0,54
8,18	0,55
8,20	0,54
8,22	0,55
8,25	0,54
8,27	0,55
8,30	0,55
8,32	0,55
8,35	0,54
8,37	0,54
8,40	0,54
8,42	0,55
8,44	0,55
8,47	0,53
8,49	0,54
8,52	0,55
8,54	0,55
8,57	0,54
8,59	0,55
8,62	0,54
8,64	0,56
8,66	0,56
8,69	0,57
8,71	0,57
8,74	0,60
8,76	0,59
8,79	0,60
8,81	0,60
8,84	0,62
8,86	0,63
8,88	0,62
8,91	0,61
8,93	0,62
8,96	0,62
8,98	0,62
9,01	0,62
9,03	0,61
9,05	0,63
9,08	0,61
9,10	0,63
9,13	0,62
9,15	0,64
9,18	0,64
9,20	0,65
9,23	0,64
9,25	0,67
9,27	0,67
9,30	0,68
9,32	0,68
9,35	0,70
9,37	0,72
9,40	0,72
9,42	0,74
9,45	0,74
9,47	0,76
9,49	0,75
9,52	0,77
9,54	0,76
9,57	0,80
9,59	0,77
9,62	0,81
9,64	0,79
9,67	0,83
9,69	0,80
9,71	0,85
9,74	0,82
9,76	0,87
9,79	0,82
9,81	0,87
9,84	0,84
9,86	0,90
9,89	0,85
9,91	0,91
9,93	0,87
9,96	0,96
9,98	0,91
10,01	0,97
10,03	0,93
10,06	1,01
10,08	0,97
10,10	1,04
10,13	0,98
10,15	1,06
10,18	1,02
10,20	1,08
10,23	1,04
10,25	1,10
10,28	1,06
10,30	1,12
10,32	1,11
10,35	1,15
10,37	1,14
10,40	1,16
10,42	1,16
10,45	1,20
10,47	1,20
10,50	1,20
10,52	1,22
10,54	1,23
10,57	1,29
10,59	1,29
10,62	1,32
10,64	1,33
10,67	1,38
10,69	1,38
10,72	1,41
10,74	1,40
10,76	1,43
10,79	1,43
10,81	1,45
10,84	1,45
10,86	1,48
10,89	1,48
10,91	1,51
10,94	1,51
10,96	1,53
10,98	1,54
11,01	1,54
11,03	1,54
11,06	1,56
11,08	1,56
11,11	1,57
11,13	1,57
11,15	1,58
11,18	1,60
11,20	1,62
11,23	1,61
11,25	1,62
11,28	1,63
11,30	1,63
11,33	1,62
11,35	1,62
11,37	1,62
11,40	1,62
11,42	1,61
11,45	1,60
11,47	1,60
11,50	1,60
11,52	1,60
11,55	1,59
11,57	1,59
11,59	1,59
11,62	1,57
11,64	1,56
11,67	1,56
11,69	1,54
11,72	1,53
11,74	1,52
11,77	1,53
11,79	1,53
11,81	1,52
11,84	1,50
11,86	1,50
11,89	1,49
11,91	1,48
11,94	1,45
11,96	1,45
11,99	1,43
12,01	1,43
12,03	1,41
12,06	1,40
12,08	1,38
12,11	1,37
12,13	1,34
12,16	1,32
12,18	1,30
12,21	1,28
12,23	1,24
12,25	1,24
12,28	1,21
12,30	1,21
12,33	1,19
12,35	1,17
12,38	1,15
12,40	1,17
12,42	1,14
12,45	1,14
12,47	1,12
12,50	1,14
12,52	1,13
12,55	1,12
12,57	1,10
12,60	1,11
12,62	1,10
12,64	1,09
12,67	1,07
12,69	1,07
12,72	1,07
12,74	1,08
12,77	1,06
12,79	1,07
12,82	1,06
12,84	1,06
12,86	1,05
12,89	1,06
12,91	1,03
12,94	1,05
12,96	1,02
12,99	1,05
13,01	1,04
13,04	1,07
13,06	1,03
13,08	1,08
13,11	1,06
13,13	1,11
13,16	1,07
13,18	1,12
13,21	1,10
13,23	1,15
13,26	1,11
13,28	1,15
13,30	1,12
13,33	1,18
13,35	1,14
13,38	1,20
13,40	1,17
13,43	1,22
13,45	1,18
13,47	1,24
13,50	1,21
13,52	1,27
13,55	1,22
13,57	1,27
13,60	1,24
13,62	1,31
13,65	1,27
13,67	1,32
13,69	1,29
13,72	1,36
13,74	1,34
13,77	1,39
13,79	1,37
13,82	1,43
13,84	1,41
13,87	1,46
13,89	1,43
13,91	1,47
13,94	1,46
13,96	1,49
13,99	1,51
14,01	1,54
14,04	1,54
14,06	1,57
14,09	1,58
14,11	1,61
14,13	1,64
14,16	1,62
14,18	1,64
14,21	1,65
14,23	1,68
14,26	1,68
14,28	1,71
14,31	1,72
14,33	1,77
14,35	1,78
14,38	1,81
14,40	1,83
14,43	1,87
14,45	1,88
14,48	1,90
14,50	1,90
14,52	1,94
14,55	1,95
14,57	1,98
14,60	1,99
14,62	2,02
14,65	2,03
14,67	2,06
14,70	2,07
14,72	2,10
14,74	2,13
14,77	2,14
14,79	2,16
14,82	2,20
14,84	2,22
14,87	2,24
14,89	2,25
14,92	2,28
14,94	2,32
14,96	2,34
14,99	2,36
15,01	2,38
15,04	2,42
15,06	2,44
15,09	2,47
15,11	2,48
15,14	2,51
15,16	2,53
15,18	2,56
15,21	2,57
15,23	2,61
15,26	2,62
15,28	2,65
15,31	2,66
15,33	2,70
15,36	2,71
15,38	2,73
15,40	2,74
15,43	2,78
15,45	2,78
15,48	2,81
15,50	2,82
15,53	2,85
15,55	2,89
15,57	2,93
15,60	2,94
15,62	2,98
15,65	3,01
15,67	3,04
15,70	3,05
15,72	3,06
15,75	3,07
15,77	3,10
15,79	3,09
15,82	3,11
15,84	3,11
15,87	3,12
15,89	3,12
15,92	3,14
15,94	3,14
15,97	3,16
15,99	3,14
16,01	3,14
16,04	3,14
16,06	3,14
16,09	3,11
16,11	3,11
16,14	3,10
16,16	3,12
16,19	3,11
16,21	3,10
16,23	3,09
16,26	3,10
16,28	3,09
16,31	3,08
16,33	3,05
16,36	3,05
16,38	3,04
16,41	3,05
16,43	2,99
16,45	3,02
16,48	2,95
16,50	2,97
16,53	2,90
16,55	2,91
16,58	2,82
16,60	2,85
16,63	2,76
16,65	2,81
16,67	2,72
16,70	2,76
16,72	2,66
16,75	2,70
16,77	2,62
16,80	2,64
16,82	2,54
16,84	2,56
16,87	2,48
16,89	2,50
16,92	2,40
16,94	2,42
16,97	2,34
16,99	2,35
17,02	2,27
17,04	2,26
17,06	2,19
17,09	2,19
17,11	2,11
17,14	2,11
17,16	2,04
17,19	2,03
17,21	1,95
17,24	1,95
17,26	1,89
17,28	1,90
17,31	1,84
17,33	1,85
17,36	1,82
17,38	1,84
17,41	1,80
17,43	1,81
17,46	1,78
17,48	1,81
17,50	1,79
17,53	1,80
17,55	1,78
17,58	1,80
17,60	1,79
17,63	1,80
17,65	1,78
17,68	1,80
17,70	1,79
17,72	1,80
17,75	1,80
17,77	1,82
17,80	1,83
17,82	1,84
17,85	1,85
17,87	1,87
17,89	1,88
17,92	1,87
17,94	1,89
17,97	1,89
17,99	1,92
18,02	1,92
18,04	1,93
18,07	1,95
18,09	2,00
18,11	2,01
18,14	2,03
18,16	2,04
18,19	2,08
18,21	2,09
18,24	2,10
18,26	2,10
18,29	2,12
18,31	2,14
18,33	2,16
18,36	2,16
18,38	2,20
18,41	2,23
18,43	2,25
18,46	2,27
18,48	2,30
18,51	2,32
18,53	2,32
18,55	2,33
18,58	2,35
18,60	2,37
18,63	2,38
18,65	2,40
18,68	2,42
18,70	2,47
18,73	2,50
18,75	2,53
18,77	2,55
18,80	2,60
18,82	2,61
18,85	2,63
18,87	2,64
18,90	2,67
18,92	2,68
18,94	2,71
18,97	2,72
18,99	2,76
19,02	2,77
19,04	2,81
19,07	2,83
19,09	2,86
19,12	2,88
19,14	2,89
19,16	2,91
19,19	2,95
19,21	2,96
19,24	2,99
19,26	3,01
19,29	3,04
19,31	3,09
19,34	3,12
19,36	3,15
19,38	3,18
19,41	3,21
19,43	3,24
19,46	3,26
19,48	3,29
19,51	3,31
19,53	3,34
19,56	3,37
19,58	3,40
19,60	3,43
19,63	3,46
19,65	3,48
19,68	3,52
19,70	3,55
19,73	3,58
19,75	3,59
19,78	3,62
19,80	3,65
19,82	3,68
19,85	3,70
19,87	3,74
19,90	3,77
19,92	3,84
19,95	3,87
19,97	3,90
19,99	3,94
20,02	4,00
20,04	4,02
20,07	4,05
20,09	4,07
20,12	4,11
20,14	4,15
20,17	4,17
20,19	4,20
20,21	4,23
20,24	4,27
20,26	4,30
20,29	4,34
20,31	4,39
20,34	4,40
20,36	4,42
20,39	4,42
20,41	4,47
20,43	4,46
20,46	4,48
20,48	4,45
20,51	4,51
20,53	4,52
20,56	4,57
20,58	4,56
20,61	4,62
20,63	4,62
20,65	4,67
20,68	4,65
20,70	4,67
20,73	4,67
20,75	4,69
20,78	4,68
20,80	4,68
20,83	4,68
20,85	4,69
20,87	4,69
20,90	4,69
20,92	4,69
20,95	4,68
20,97	4,67
21,00	4,65
21,02	4,66
21,05	4,63
21,07	4,64
21,09	4,61
21,12	4,63
21,14	4,61
21,17	4,63
21,19	4,59
21,22	4,62
21,24	4,57
21,26	4,58
21,29	4,54
21,31	4,55
21,34	4,52
21,36	4,53
21,39	4,50
21,41	4,51
21,44	4,48
21,46	4,46
21,48	4,44
21,51	4,41
21,53	4,37
21,56	4,33
21,58	4,27
21,61	4,23
21,63	4,19
21,66	4,14
21,68	4,08
21,70	4,03
21,73	3,97
21,75	3,93
21,78	3,86
21,80	3,79
21,83	3,73
21,85	3,69
21,88	3,62
21,90	3,56
21,92	3,51
21,95	3,46
21,97	3,41
22,00	3,35
22,02	3,29
22,05	3,25
22,07	3,21
22,10	3,14
22,12	3,11
22,14	3,06
22,17	3,04
22,19	3,01
22,22	2,99
22,24	2,96
22,27	2,95
22,29	2,91
22,31	2,90
22,34	2,88
22,36	2,87
22,39	2,84
22,41	2,83
22,44	2,82
22,46	2,84
22,49	2,82
22,51	2,83
22,53	2,82
22,56	2,84
22,58	2,84
22,61	2,85
22,63	2,83
22,66	2,85
22,68	2,85
22,71	2,86
22,73	2,86
22,75	2,88
22,78	2,88
22,80	2,90
22,83	2,91
22,85	2,92
22,88	2,93
22,90	2,93
22,93	2,95
22,95	2,97
22,97	2,97
23,00	2,99
23,02	3,01
23,05	3,04
23,07	3,08
23,10	3,11
23,12	3,13
23,15	3,16
23,17	3,19
23,19	3,22
23,22	3,23
23,24	3,25
23,27	3,27
23,29	3,30
23,32	3,32
23,34	3,34
23,36	3,36
23,39	3,40
23,41	3,42
23,44	3,45
23,46	3,48
23,49	3,51
23,51	3,52
23,54	3,55
23,56	3,58
23,58	3,61
23,61	3,63
23,63	3,66
23,66	3,69
23,68	3,75
23,71	3,78
23,73	3,80
23,76	3,84
23,78	3,87
23,80	3,91
23,83	3,93
23,85	3,96
23,88	3,99
23,90	4,03
23,93	4,06
23,95	4,10
23,98	4,15
24,00	4,17
24,02	4,21
24,05	4,24
24,07	4,28
24,10	4,31
24,12	4,32
24,15	4,33
24,17	4,39
24,20	4,40
24,22	4,44
24,24	4,46
24,27	4,50
24,29	4,56
24,32	4,60
24,34	4,64
24,37	4,67
24,39	4,72
24,42	4,74
24,44	4,79
24,46	4,80
24,49	4,86
24,51	4,87
24,54	4,94
24,56	4,95
24,59	5,03
24,61	5,03
24,63	5,13
24,66	5,13
24,68	5,21
24,71	5,21
24,73	5,30
24,76	5,28
24,78	5,39
24,81	5,37
24,83	5,47
24,85	5,46
24,88	5,57
24,90	5,57
24,93	5,66
24,95	5,68
24,98	5,76
25,00	5,78
25,03	5,86
25,05	5,88
25,07	5,95
25,10	6,00
25,12	6,04
25,15	6,08
25,17	6,12
25,20	6,18
25,22	6,21
25,25	6,26
25,27	6,30
25,29	6,34
25,32	6,37
25,34	6,41
25,37	6,43
25,39	6,48
25,42	6,49
25,44	6,53
25,47	6,54
25,49	6,58
25,51	6,60
25,54	6,63
25,56	6,63
25,59	6,68
25,61	6,69
25,64	6,73
25,66	6,72
25,68	6,75
25,71	6,75
25,73	6,77
25,76	6,76
25,78	6,78
25,81	6,76
25,83	6,79
25,86	6,78
25,88	6,78
25,90	6,78
25,93	6,78
25,95	6,75
25,98	6,76
26,00	6,75
26,03	6,76
26,05	6,72
26,08	6,72
26,10	6,71
26,12	6,72
26,15	6,69
26,17	6,67
26,20	6,65
26,22	6,66
26,25	6,63
26,27	6,61
26,30	6,57
26,32	6,55
26,34	6,50
26,37	6,46
26,39	6,40
26,42	6,36
26,44	6,29
26,47	6,23
26,49	6,15
26,52	6,09
26,54	6,01
26,56	5,95
26,59	5,87
26,61	5,80
26,64	5,73
26,66	5,65
26,69	5,58
26,71	5,50
26,73	5,43
26,76	5,35
26,78	5,27
26,81	5,20
26,83	5,15
26,86	5,08
26,88	5,04
26,91	4,97
26,93	4,93
26,95	4,87
26,98	4,82
27,00	4,75
27,03	4,71
27,05	4,65
27,08	4,61
27,10	4,54
27,13	4,51
27,15	4,46
27,17	4,43
27,20	4,39
27,22	4,37
27,25	4,33
27,27	4,31
27,30	4,28
27,32	4,28
27,35	4,25
27,37	4,24
27,39	4,20
27,42	4,20
27,44	4,21
27,47	4,21
27,49	4,19
27,52	4,19
27,54	4,20
27,57	4,20
27,59	4,20
27,61	4,18
27,64	4,19
27,66	4,20
27,69	4,22
27,71	4,22
27,74	4,23
27,76	4,25
27,78	4,28
27,81	4,29
27,83	4,30
27,86	4,32
27,88	4,31
27,91	4,34
27,93	4,34
27,96	4,37
27,98	4,37
28,00	4,42
28,03	4,42
28,05	4,50
28,08	4,49
28,10	4,56
28,13	4,55
28,15	4,62
28,18	4,61
28,20	4,69
28,22	4,66
28,25	4,75
28,27	4,74
28,30	4,82
28,32	4,81
28,35	4,90
28,37	4,88
28,40	4,97
28,42	4,95
28,44	5,04
28,47	5,02
28,49	5,10
28,52	5,09
28,54	5,19
28,57	5,17
28,59	5,24
28,62	5,25
28,64	5,33
28,66	5,37
28,69	5,44
28,71	5,45
28,74	5,52
28,76	5,59
28,79	5,62
28,81	5,67
28,84	5,69
28,86	5,75
28,88	5,79
28,91	5,85
28,93	5,88
28,96	5,95
28,98	6,00
29,01	6,06
29,03	6,09
29,05	6,15
29,08	6,19
29,10	6,23
29,13	6,26
29,15	6,32
29,18	6,36
29,20	6,42
29,23	6,47
29,25	6,54
29,27	6,61
29,30	6,68
29,32	6,72
29,35	6,80
29,37	6,85
29,40	6,91
29,42	6,95
29,45	7,00
29,47	7,05
29,49	7,11
29,52	7,16
29,54	7,22
29,57	7,28
29,59	7,34
29,62	7,41
29,64	7,47
29,67	7,52
29,69	7,58
29,71	7,63
29,74	7,68
29,76	7,74
29,79	7,79
29,81	7,84
29,84	7,91
29,86	7,98
29,89	8,05
29,91	8,11
29,93	8,17
29,96	8,23
29,98	8,30
30,01	8,35
30,03	8,40
30,06	8,45
30,08	8,52
30,10	8,58
30,13	8,63
30,15	8,68
30,18	8,73
30,20	8,78
30,23	8,83
30,25	8,87
30,28	8,91
30,30	8,96
30,32	8,99
30,35	9,03
30,37	9,06
30,40	9,10
30,42	9,12
30,45	9,16
30,47	9,18
30,50	9,23
30,52	9,24
30,54	9,28
30,57	9,29
30,59	9,36
30,62	9,36
30,64	9,40
30,67	9,39
30,69	9,44
30,72	9,43
30,74	9,47
30,76	9,45
30,79	9,49
30,81	9,48
30,84	9,51
30,86	9,50
30,89	9,52
30,91	9,51
30,94	9,53
30,96	9,51
30,98	9,52
31,01	9,50
31,03	9,49
31,06	9,46
31,08	9,45
31,11	9,41
31,13	9,40
31,15	9,34
31,18	9,34
31,20	9,30
31,23	9,27
31,25	9,20
31,28	9,17
31,30	9,09
31,33	9,06
31,35	8,94
31,37	8,90
31,40	8,77
31,42	8,75
31,45	8,61
31,47	8,57
31,50	8,46
31,52	8,44
31,55	8,30
31,57	8,29
31,59	8,16
31,62	8,15
31,64	7,99
31,67	7,98
31,69	7,83
31,72	7,82
31,74	7,66
31,77	7,64
31,79	7,50
31,81	7,52
31,84	7,38
31,86	7,38
31,89	7,25
31,91	7,27
31,94	7,14
31,96	7,14
31,99	6,99
32,01	7,00
32,03	6,87
32,06	6,87
32,08	6,74
32,11	6,75
32,13	6,65
32,16	6,66
32,18	6,55
32,20	6,57
32,23	6,48
32,25	6,45
32,28	6,40
32,30	6,38
32,33	6,33
32,35	6,30
32,38	6,26
32,40	6,26
32,42	6,28
32,45	6,24
32,47	6,24
32,50	6,23
32,52	6,24
32,55	6,22
32,57	6,22
32,60	6,19
32,62	6,20
32,64	6,20
32,67	6,21
32,69	6,21
32,72	6,23
32,74	6,23
32,77	6,24
32,79	6,24
32,82	6,26
32,84	6,27
32,86	6,28
32,89	6,29
32,91	6,31
32,94	6,33
32,96	6,36
32,99	6,38
33,01	6,42
33,04	6,46
33,06	6,49
33,08	6,52
33,11	6,55
33,13	6,59
33,16	6,63
33,18	6,65
33,21	6,70
33,23	6,74
33,26	6,79
33,28	6,83
33,30	6,88
33,33	6,93
33,35	6,97
33,38	7,00
33,40	7,03
33,43	7,06
33,45	7,11
33,47	7,13
33,50	7,18
33,52	7,23
33,55	7,28
33,57	7,33
33,60	7,39
33,62	7,46
33,65	7,52
33,67	7,57
33,69	7,62
33,72	7,67
33,74	7,74
33,77	7,80
33,79	7,84
33,82	7,90
33,84	7,97
33,87	8,04
33,89	8,10
33,91	8,16
33,94	8,22
33,96	8,29
33,99	8,33
34,01	8,40
34,04	8,45
34,06	8,52
34,09	8,56
34,11	8,63
34,13	8,70
34,16	8,78
34,18	8,83
34,21	8,92
34,23	8,98
34,26	9,08
34,28	9,13
34,31	9,21
34,33	9,27
34,35	9,37
34,38	9,42
34,40	9,50
34,43	9,57
34,45	9,67
34,48	9,73
34,50	9,82
34,52	9,88
34,55	9,97
34,57	10,03
34,60	10,10
34,62	10,16
34,65	10,24
34,67	10,30
34,70	10,37
34,72	10,43
34,74	10,52
34,77	10,60
34,79	10,70
34,82	10,74
34,84	10,86
34,87	10,90
34,89	11,01
34,92	11,03
34,94	11,13
34,96	11,15
34,99	11,29
35,01	11,28
35,04	11,42
35,06	11,43
35,09	11,58
35,11	11,58
35,14	11,71
35,16	11,70
35,18	11,85
35,21	11,84
35,23	11,97
35,26	11,94
35,28	12,06
35,31	12,03
35,33	12,15
35,36	12,12
35,38	12,25
35,40	12,22
35,43	12,34
35,45	12,33
35,48	12,45
35,50	12,42
35,53	12,51
35,55	12,48
35,57	12,60
35,60	12,58
35,62	12,66
35,65	12,65
35,67	12,73
35,70	12,72
35,72	12,79
35,75	12,76
35,77	12,81
35,79	12,80
35,82	12,82
35,84	12,81
35,87	12,83
35,89	12,82
35,92	12,82
35,94	12,80
35,97	12,79
35,99	12,78
36,01	12,74
36,04	12,72
36,06	12,68
36,09	12,64
36,11	12,59
36,14	12,57
36,16	12,52
36,19	12,50
36,21	12,45
36,23	12,40
36,26	12,35
36,28	12,31
36,31	12,23
36,33	12,16
36,36	12,06
36,38	11,99
36,41	11,90
36,43	11,84
36,45	11,75
36,48	11,69
36,50	11,61
36,53	11,55
36,55	11,46
36,58	11,39
36,60	11,30
36,62	11,22
36,65	11,13
36,67	11,05
36,70	10,96
36,72	10,86
36,75	10,79
36,77	10,71
36,80	10,65
36,82	10,56
36,84	10,49
36,87	10,42
36,89	10,38
36,92	10,27
36,94	10,20
36,97	10,10
36,99	10,04
37,02	9,94
37,04	9,88
37,06	9,78
37,09	9,75
37,11	9,66
37,14	9,62
37,16	9,54
37,19	9,51
37,21	9,42
37,24	9,37
37,26	9,29
37,28	9,26
37,31	9,18
37,33	9,15
37,36	9,08
37,38	9,07
37,41	9,05
37,43	9,02
37,46	8,98
37,48	8,97
37,50	8,95
37,53	8,93
37,55	8,90
37,58	8,88
37,60	8,86
37,63	8,85
37,65	8,83
37,68	8,82
37,70	8,81
37,72	8,80
37,75	8,79
37,77	8,79
37,80	8,79
37,82	8,80
37,85	8,80
37,87	8,82
37,89	8,83
37,92	8,86
37,94	8,86
37,97	8,89
37,99	8,90
38,02	8,93
38,04	8,94
38,07	8,97
38,09	8,98
38,11	9,03
38,14	9,06
38,16	9,10
38,19	9,13
38,21	9,18
38,24	9,22
38,26	9,26
38,29	9,29
38,31	9,35
38,33	9,39
38,36	9,43
38,38	9,47
38,41	9,53
38,43	9,57
38,46	9,62
38,48	9,67
38,51	9,74
38,53	9,80
38,55	9,85
38,58	9,88
38,60	9,97
38,63	9,99
38,65	10,08
38,68	10,11
38,70	10,20
38,73	10,26
38,75	10,39
38,77	10,39
38,80	10,54
38,82	10,57
38,85	10,70
38,87	10,72
38,90	10,83
38,92	10,85
38,94	10,97
38,97	10,98
38,99	11,09
39,02	11,13
39,04	11,23
39,07	11,28
39,09	11,39
39,12	11,46
39,14	11,57
39,16	11,63
39,19	11,73
39,21	11,79
39,24	11,87
39,26	11,94
39,29	12,01
39,31	12,09
39,34	12,19
39,36	12,28
39,38	12,36
39,41	12,48
39,43	12,56
39,46	12,68
39,48	12,76
39,51	12,87
39,53	12,94
39,56	13,03
39,58	13,10
39,60	13,20
39,63	13,26
39,65	13,37
39,68	13,43
39,70	13,54
39,73	13,64
39,75	13,74
39,78	13,81
39,80	13,92
39,82	14,00
39,85	14,08
39,87	14,14
39,90	14,23
39,92	14,31
39,95	14,42
39,97	14,49
39,99	14,59
40,02	14,69
40,04	14,79
40,07	14,88
40,09	14,97
40,12	15,04
40,14	15,11
40,17	15,18
40,19	15,25
40,21	15,33
40,24	15,39
40,26	15,46
40,29	15,53
40,31	15,62
40,34	15,68
40,36	15,77
40,39	15,81
40,41	15,89
40,43	15,94
40,46	16,03
40,48	16,06
40,51	16,13
40,53	16,16
40,56	16,25
40,58	16,28
40,61	16,34
40,63	16,37
40,65	16,46
40,68	16,47
40,70	16,52
40,73	16,53
40,75	16,58
40,78	16,59
40,80	16,63
40,83	16,61
40,85	16,65
40,87	16,65
40,90	16,67
40,92	16,66
40,95	16,67
40,97	16,66
41,00	16,64
41,02	16,62
41,05	16,61
41,07	16,58
41,09	16,56
41,12	16,53
41,14	16,51
41,17	16,49
41,19	16,47
41,22	16,43
41,24	16,39
41,26	16,36
41,29	16,30
41,31	16,24
41,34	16,18
41,36	16,12
41,39	16,07
41,41	16,01
41,44	15,95
41,46	15,89
41,48	15,84
41,51	15,77
41,53	15,70
41,56	15,63
41,58	15,55
41,61	15,46
41,63	15,38
41,66	15,28
41,68	15,20
41,70	15,14
41,73	15,06
41,75	14,93
41,78	14,92
41,80	14,79
41,83	14,76
41,85	14,64
41,88	14,59
41,90	14,45
41,92	14,46
41,95	14,27
41,97	14,28
42,00	14,12
42,02	14,13
42,05	13,98
42,07	13,99
42,10	13,84
42,12	13,85
42,14	13,70
42,17	13,70
42,19	13,55
42,22	13,52
42,24	13,40
42,27	13,38
42,29	13,28
42,31	13,26
42,34	13,16
42,36	13,15
42,39	13,08
42,41	13,05
42,44	12,98
42,46	12,95
42,49	12,91
42,51	12,89
42,53	12,84
42,56	12,80
42,58	12,77
42,61	12,75
