Voltage U1	Corriente IA
7,00	0,66
7,03	0,72
7,05	0,64
7,08	0,69
7,10	0,61
7,13	0,65
7,15	0,58
7,17	0,63
7,20	0,55
7,22	0,61
7,25	0,54
7,27	0,58
7,30	0,54
7,32	0,56
7,35	0,53
7,37	0,57
7,39	0,53
7,42	0,56
7,44	0,55
7,47	0,55
7,49	0,56
7,52	0,55
7,54	0,55
7,57	0,55
7,59	0,56
7,61	0,56
7,64	0,57
7,66	0,56
7,69	0,58
7,71	0,56
7,74	0,58
7,76	0,58
7,78	0,59
7,81	0,58
7,83	0,59
7,86	0,59
7,88	0,63
7,91	0,61
7,93	0,62
7,96	0,62
7,98	0,66
8,00	0,65
8,03	0,67
8,05	0,66
8,08	0,68
8,10	0,68
8,13	0,70
8,15	0,69
8,18	0,71
8,20	0,71
8,22	0,72
8,25	0,73
8,27	0,75
8,30	0,75
8,32	0,75
8,35	0,77
8,37	0,78
8,40	0,78
8,42	0,78
8,44	0,79
8,47	0,82
8,49	0,85
8,52	0,86
8,54	0,87
8,57	0,89
8,59	0,92
8,62	0,93
8,64	0,93
8,66	0,94
8,69	0,96
8,71	0,98
8,74	0,99
8,76	1,00
8,79	1,02
8,81	1,03
8,84	1,05
8,86	1,07
8,88	1,08
8,91	1,10
8,93	1,10
8,96	1,11
8,98	1,13
9,01	1,14
9,03	1,14
9,05	1,15
9,08	1,18
9,10	1,21
9,13	1,23
9,15	1,24
9,18	1,27
9,20	1,31
9,23	1,30
9,25	1,33
9,27	1,32
9,30	1,35
9,32	1,34
9,35	1,35
9,37	1,33
9,40	1,38
9,42	1,36
9,45	1,40
9,47	1,39
9,49	1,44
9,52	1,44
9,54	1,48
9,57	1,48
9,59	1,51
9,62	1,52
9,64	1,53
9,67	1,54
9,69	1,57
9,71	1,60
9,74	1,61
9,76	1,65
9,79	1,66
9,81	1,74
9,84	1,73
9,86	1,78
9,89	1,77
9,91	1,85
9,93	1,82
9,96	1,89
9,98	1,85
10,01	1,95
10,03	1,91
10,06	2,01
10,08	1,97
10,10	2,08
10,13	2,02
10,15	2,14
10,18	2,06
10,20	2,19
10,23	2,11
10,25	2,23
10,28	2,16
10,30	2,30
10,32	2,22
10,35	2,36
10,37	2,28
10,40	2,43
10,42	2,38
10,45	2,52
10,47	2,43
10,50	2,58
10,52	2,51
10,54	2,65
10,57	2,56
10,59	2,69
10,62	2,61
10,64	2,75
10,67	2,67
10,69	2,81
10,72	2,73
10,74	2,87
10,76	2,80
10,79	2,93
10,81	2,86
10,84	2,97
10,86	2,89
10,89	2,99
10,91	2,93
10,94	2,96
10,96	2,95
10,98	2,99
11,01	2,99
11,03	3,05
11,06	3,04
11,08	3,07
11,11	3,12
11,13	3,11
11,15	3,13
11,18	3,10
11,20	3,12
11,23	3,09
11,25	3,10
11,28	3,07
11,30	3,07
11,33	3,04
11,35	3,05
11,37	3,02
11,40	3,03
11,42	3,01
11,45	3,01
11,47	2,97
11,50	2,98
11,52	2,97
11,55	2,97
11,57	2,94
11,59	2,94
11,62	2,92
11,64	2,94
11,67	2,91
11,69	2,90
11,72	2,88
11,74	2,87
11,77	2,83
11,79	2,80
11,81	2,75
11,84	2,72
11,86	2,67
11,89	2,62
11,91	2,56
11,94	2,50
11,96	2,43
11,99	2,37
12,01	2,30
12,03	2,24
12,06	2,18
12,08	2,12
12,11	2,07
12,13	2,01
12,16	1,96
12,18	1,91
12,21	1,86
12,23	1,82
12,25	1,79
12,28	1,74
12,30	1,72
12,33	1,69
12,35	1,70
12,38	1,66
12,40	1,66
12,42	1,64
12,45	1,64
12,47	1,62
12,50	1,62
12,52	1,59
12,55	1,61
12,57	1,60
12,60	1,61
12,62	1,60
12,64	1,62
12,67	1,61
12,69	1,62
12,72	1,61
12,74	1,63
12,77	1,62
12,79	1,63
12,82	1,63
12,84	1,65
12,86	1,65
12,89	1,66
12,91	1,67
12,94	1,67
12,96	1,69
12,99	1,70
13,01	1,70
13,04	1,72
13,06	1,73
13,08	1,75
13,11	1,77
13,13	1,79
13,16	1,81
13,18	1,85
13,21	1,85
13,23	1,90
13,26	1,89
13,28	1,94
13,30	1,92
13,33	1,98
13,35	1,96
13,38	2,02
13,40	1,99
13,43	2,07
13,45	2,05
13,47	2,14
13,50	2,10
13,52	2,20
13,55	2,16
13,57	2,27
13,60	2,23
13,62	2,32
13,65	2,28
13,67	2,39
13,69	2,34
13,72	2,45
13,74	2,40
13,77	2,52
13,79	2,48
13,82	2,59
13,84	2,54
13,87	2,65
13,89	2,60
13,91	2,70
13,94	2,66
13,96	2,76
13,99	2,72
14,01	2,81
14,04	2,78
14,06	2,89
14,09	2,86
14,11	2,97
14,13	2,95
14,16	3,05
14,18	3,05
14,21	3,14
14,23	3,12
14,26	3,21
14,28	3,22
14,31	3,29
14,33	3,30
14,35	3,36
14,38	3,39
14,40	3,45
14,43	3,48
14,45	3,53
14,48	3,56
14,50	3,61
14,52	3,65
14,55	3,68
14,57	3,74
14,60	3,77
14,62	3,81
14,65	3,85
14,67	3,92
14,70	3,96
14,72	4,02
14,74	4,07
14,77	4,15
14,79	4,21
14,82	4,27
14,84	4,31
14,87	4,38
14,89	4,44
14,92	4,51
14,94	4,55
14,96	4,62
14,99	4,69
15,01	4,76
15,04	4,81
15,06	4,88
15,09	4,93
15,11	4,99
15,14	5,04
15,16	5,09
15,18	5,14
15,21	5,19
15,23	5,24
15,26	5,30
15,28	5,37
15,31	5,43
15,33	5,50
15,36	5,56
15,38	5,63
15,40	5,70
15,43	5,75
15,45	5,79
15,48	5,86
15,50	5,90
15,53	5,97
15,55	5,99
15,57	6,07
15,60	6,11
15,62	6,17
15,65	6,20
15,67	6,26
15,70	6,28
15,72	6,34
15,75	6,33
15,77	6,38
15,79	6,38
15,82	6,43
15,84	6,39
15,87	6,43
15,89	6,41
15,92	6,45
15,94	6,42
15,97	6,44
15,99	6,41
16,01	6,46
16,04	6,41
16,06	6,43
16,09	6,38
16,11	6,40
16,14	6,36
16,16	6,36
16,19	6,30
16,21	6,31
16,23	6,27
16,26	6,27
16,28	6,23
16,31	6,23
16,33	6,20
16,36	6,23
16,38	6,15
16,41	6,17
16,43	6,08
16,45	6,07
16,48	5,98
16,50	5,98
16,53	5,84
16,55	5,87
16,58	5,72
16,60	5,76
16,63	5,62
16,65	5,65
16,67	5,48
16,70	5,51
16,72	5,35
16,75	5,35
16,77	5,16
16,80	5,14
16,82	4,93
16,84	4,91
16,87	4,69
16,89	4,65
16,92	4,45
16,94	4,42
16,97	4,23
16,99	4,21
17,02	4,04
17,04	4,03
17,06	3,86
17,09	3,85
17,11	3,72
17,14	3,71
17,16	3,56
17,19	3,56
17,21	3,43
17,24	3,46
17,26	3,35
17,28	3,36
17,31	3,27
17,33	3,31
17,36	3,21
17,38	3,23
17,41	3,16
17,43	3,18
17,46	3,10
17,48	3,12
17,50	3,04
17,53	3,07
17,55	3,02
17,58	3,04
17,60	2,99
17,63	3,01
17,65	2,97
17,68	2,99
17,70	2,96
17,72	2,98
17,75	2,96
17,77	2,98
17,80	2,98
17,82	3,01
17,85	3,02
17,87	3,04
17,89	3,05
17,92	3,07
17,94	3,11
17,97	3,13
17,99	3,15
18,02	3,16
18,04	3,21
18,07	3,22
18,09	3,27
18,11	3,27
18,14	3,33
18,16	3,34
18,19	3,40
18,21	3,41
18,24	3,46
18,26	3,47
18,29	3,53
18,31	3,55
18,33	3,61
18,36	3,63
18,38	3,68
18,41	3,72
18,43	3,78
18,46	3,81
18,48	3,86
18,51	3,89
18,53	3,94
18,55	4,00
18,58	4,04
18,60	4,08
18,63	4,13
18,65	4,18
18,68	4,23
18,70	4,29
18,73	4,33
18,75	4,39
18,77	4,44
18,80	4,50
18,82	4,54
18,85	4,60
18,87	4,63
18,90	4,69
18,92	4,73
18,94	4,79
18,97	4,83
18,99	4,89
19,02	4,94
19,04	5,02
19,07	5,08
19,09	5,14
19,12	5,18
19,14	5,25
19,16	5,31
19,19	5,39
19,21	5,42
19,24	5,50
19,26	5,55
19,29	5,63
19,31	5,67
19,34	5,74
19,36	5,80
19,38	5,88
19,41	5,93
19,43	6,00
19,46	6,05
19,48	6,12
19,51	6,17
19,53	6,24
19,56	6,29
19,58	6,36
19,60	6,41
19,63	6,50
19,65	6,57
19,68	6,66
19,70	6,72
19,73	6,81
19,75	6,86
19,78	6,96
19,80	7,02
19,82	7,09
19,85	7,15
19,87	7,24
19,90	7,30
19,92	7,39
19,95	7,46
19,97	7,55
19,99	7,57
20,02	7,71
20,04	7,70
20,07	7,82
20,09	7,80
20,12	7,90
20,14	7,88
20,17	8,05
20,19	7,98
20,21	8,16
20,24	8,11
20,26	8,30
20,29	8,26
20,31	8,45
20,34	8,40
20,36	8,59
20,39	8,55
20,41	8,73
20,43	8,67
20,46	8,86
20,48	8,81
20,51	8,96
20,53	8,91
20,56	9,06
20,58	9,02
20,61	9,17
20,63	9,12
20,65	9,24
20,68	9,20
20,70	9,30
20,73	9,26
20,75	9,34
20,78	9,31
20,80	9,38
20,83	9,34
20,85	9,40
20,87	9,38
20,90	9,43
20,92	9,41
20,95	9,42
20,97	9,42
21,00	9,44
21,02	9,44
21,05	9,43
21,07	9,45
21,09	9,45
21,12	9,48
21,14	9,45
21,17	9,49
21,19	9,45
21,22	9,50
21,24	9,45
21,26	9,49
21,29	9,42
21,31	9,48
21,34	9,39
21,36	9,44
21,39	9,33
21,41	9,37
21,44	9,22
21,46	9,26
21,48	9,08
21,51	9,08
21,53	8,88
21,56	8,88
21,58	8,64
21,61	8,66
21,63	8,42
21,66	8,42
21,68	8,19
21,70	8,20
21,73	7,96
21,75	7,94
21,78	7,70
21,80	7,67
21,83	7,43
21,85	7,40
21,88	7,23
21,90	7,18
21,92	7,04
21,95	6,99
21,97	6,86
22,00	6,81
22,02	6,69
22,05	6,57
22,07	6,49
22,10	6,39
22,12	6,31
22,14	6,20
22,17	6,13
22,19	6,03
22,22	5,99
22,24	5,90
22,27	5,85
22,29	5,76
22,31	5,73
22,34	5,65
22,36	5,61
22,39	5,52
22,41	5,48
22,44	5,40
22,46	5,36
22,49	5,28
22,51	5,26
22,53	5,21
22,56	5,20
22,58	5,15
22,61	5,14
22,63	5,10
22,66	5,10
22,68	5,07
22,71	5,06
22,73	5,04
22,75	5,04
22,78	5,04
22,80	5,05
22,83	5,04
22,85	5,05
22,88	5,05
22,90	5,07
22,93	5,09
22,95	5,10
22,97	5,11
23,00	5,14
23,02	5,17
23,05	5,20
23,07	5,22
23,10	5,24
23,12	5,27
23,15	5,30
23,17	5,32
23,19	5,35
23,22	5,38
23,24	5,42
23,27	5,45
23,29	5,50
23,32	5,54
23,34	5,59
23,36	5,62
23,39	5,67
23,41	5,72
23,44	5,78
23,46	5,82
23,49	5,87
23,51	5,92
23,54	6,00
23,56	6,04
23,58	6,10
23,61	6,15
23,63	6,22
23,66	6,28
23,68	6,33
23,71	6,39
23,73	6,46
23,76	6,51
23,78	6,56
23,80	6,62
23,83	6,68
23,85	6,75
23,88	6,80
23,90	6,87
23,93	6,94
23,95	7,03
23,98	7,08
24,00	7,18
24,02	7,24
24,05	7,34
24,07	7,39
24,10	7,48
24,12	7,54
24,15	7,63
24,17	7,70
24,20	7,77
24,22	7,82
24,24	7,92
24,27	7,97
24,29	8,07
24,32	8,13
24,34	8,21
24,37	8,26
24,39	8,35
24,42	8,39
24,44	8,50
24,46	8,54
24,49	8,65
24,51	8,70
24,54	8,84
24,56	8,89
24,59	9,03
24,61	9,07
24,63	9,23
24,66	9,26
24,68	9,41
24,71	9,42
24,73	9,60
24,76	9,62
24,78	9,80
24,81	9,79
24,83	9,98
24,85	9,99
24,88	10,20
24,90	10,20
24,93	10,41
24,95	10,41
24,98	10,64
25,00	10,62
25,03	10,83
25,05	10,80
25,07	11,01
25,10	10,99
25,12	11,19
25,15	11,16
25,17	11,39
25,20	11,36
25,22	11,59
25,25	11,57
25,27	11,79
25,29	11,74
25,32	11,94
25,34	11,90
25,37	12,11
25,39	12,05
25,42	12,24
25,44	12,19
25,47	12,40
25,49	12,37
25,51	12,55
25,54	12,58
25,56	12,70
25,59	12,73
25,61	12,83
25,64	12,84
25,66	12,93
25,68	12,96
25,71	12,97
25,73	13,06
25,76	13,07
25,78	13,16
25,81	13,16
25,83	13,25
25,86	13,26
25,88	13,35
25,90	13,36
25,93	13,42
25,95	13,43
25,98	13,51
26,00	13,50
26,03	13,56
26,05	13,56
26,08	13,62
26,10	13,63
26,12	13,66
26,15	13,65
26,17	13,68
26,20	13,64
26,22	13,64
26,25	13,59
26,27	13,58
26,30	13,53
26,32	13,49
26,34	13,42
26,37	13,37
26,39	13,28
26,42	13,19
26,44	13,08
26,47	12,99
26,49	12,87
26,52	12,76
26,54	12,66
26,56	12,57
26,59	12,47
26,61	12,36
26,64	12,26
26,66	12,16
26,69	12,06
26,71	11,93
26,73	11,82
26,76	11,69
26,78	11,58
26,81	11,44
26,83	11,33
26,86	11,21
26,88	11,13
26,91	11,00
26,93	10,91
26,95	10,78
26,98	10,70
27,00	10,56
27,03	10,46
27,05	10,31
27,08	10,21
27,10	10,05
27,13	9,94
27,15	9,80
27,17	9,72
27,20	9,58
27,22	9,50
27,25	9,36
27,27	9,28
27,30	9,18
27,32	9,09
27,35	8,96
27,37	8,89
27,39	8,78
27,42	8,72
27,44	8,61
27,47	8,56
27,49	8,48
27,52	8,43
27,54	8,36
27,57	8,32
27,59	8,25
27,61	8,22
27,64	8,15
27,66	8,11
27,69	8,06
27,71	8,03
27,74	7,97
27,76	7,95
27,78	7,90
27,81	7,89
27,83	7,85
27,86	7,85
27,88	7,82
27,91	7,84
27,93	7,80
27,96	7,83
27,98	7,79
28,00	7,85
28,03	7,79
28,05	7,84
28,08	7,79
28,10	7,86
28,13	7,81
28,15	7,88
28,18	7,83
28,20	7,93
28,22	7,89
28,25	7,99
28,27	7,95
28,30	8,06
28,32	8,04
28,35	8,14
28,37	8,11
28,40	8,23
28,42	8,19
28,44	8,31
28,47	8,29
28,49	8,42
28,52	8,40
28,54	8,54
28,57	8,52
28,59	8,67
28,62	8,67
28,64	8,81
28,66	8,80
28,69	8,94
28,71	8,94
28,74	9,08
28,76	9,07
28,79	9,20
28,81	9,21
28,84	9,35
28,86	9,36
28,88	9,50
28,91	9,54
28,93	9,68
28,96	9,70
28,98	9,85
29,01	9,88
29,03	9,99
29,05	10,03
29,08	10,15
29,10	10,21
29,13	10,34
29,15	10,42
29,18	10,53
29,20	10,64
29,23	10,77
29,25	10,88
29,27	10,99
29,30	11,10
29,32	11,19
29,35	11,31
29,37	11,39
29,40	11,51
29,42	11,59
29,45	11,71
29,47	11,80
29,49	11,94
29,52	12,05
29,54	12,19
29,57	12,30
29,59	12,44
29,62	12,56
29,64	12,68
29,67	12,77
29,69	12,90
29,71	13,00
29,74	13,12
29,76	13,22
29,79	13,35
29,81	13,47
29,84	13,63
29,86	13,75
29,89	13,89
29,91	14,03
29,93	14,16
29,96	14,27
29,98	14,38
30,01	14,50
30,03	14,61
30,06	14,73
30,08	14,84
30,10	14,99
30,13	15,12
30,15	15,26
30,18	15,38
30,20	15,52
30,23	15,64
30,25	15,76
30,28	15,83
30,30	15,95
30,32	16,04
30,35	16,17
30,37	16,24
30,40	16,37
30,42	16,45
30,45	16,62
30,47	16,69
30,50	16,83
30,52	16,92
30,54	17,07
30,57	17,12
30,59	17,25
30,62	17,29
30,64	17,42
30,67	17,47
30,69	17,59
30,72	17,63
30,74	17,76
30,76	17,81
30,79	17,93
30,81	17,98
30,84	18,09
30,86	18,13
30,89	18,22
30,91	18,25
30,94	18,35
30,96	18,35
30,98	18,44
31,01	18,43
31,03	18,52
31,06	18,49
31,08	18,57
31,11	18,50
31,13	18,57
31,15	18,48
31,18	18,56
31,20	18,45
31,23	18,53
31,25	18,40
31,28	18,49
31,30	18,33
31,33	18,41
31,35	18,24
31,37	18,31
31,40	18,11
31,42	18,17
31,45	17,96
31,47	18,04
31,50	17,83
31,52	17,91
31,55	17,70
31,57	17,78
31,59	17,57
31,62	17,62
31,64	17,39
31,67	17,45
31,69	17,20
31,72	17,22
31,74	16,97
31,77	17,00
31,79	16,78
31,81	16,80
31,84	16,56
31,86	16,57
31,89	16,34
31,91	16,33
31,94	16,09
31,96	16,05
31,99	15,81
32,01	15,78
32,03	15,55
32,06	15,50
32,08	15,29
32,11	15,22
32,13	15,03
32,16	14,97
32,18	14,79
32,20	14,72
32,23	14,56
32,25	14,50
32,28	14,36
32,30	14,26
32,33	14,11
32,35	14,04
32,38	13,91
32,40	13,81
32,42	13,70
32,45	13,61
32,47	13,53
32,50	13,44
32,52	13,34
32,55	13,25
32,57	13,18
32,60	13,07
32,62	13,01
32,64	12,90
32,67	12,84
32,69	12,74
32,72	12,68
32,74	12,59
32,77	12,58
32,79	12,48
32,82	12,45
32,84	12,38
32,86	12,37
32,89	12,32
32,91	12,32
32,94	12,25
32,96	12,25
32,99	12,23
33,01	12,21
33,04	12,18
33,06	12,16
33,08	12,14
33,11	12,13
33,13	12,11
33,16	12,11
33,18	12,12
33,21	12,13
33,23	12,14
33,26	12,16
33,28	12,18
33,30	12,20
33,33	12,21
33,35	12,23
33,38	12,25
33,40	12,27
33,43	12,30
33,45	12,33
33,47	12,37
33,50	12,42
33,52	12,48
33,55	12,52
33,57	12,59
33,60	12,65
33,62	12,72
33,65	12,77
33,67	12,84
33,69	12,89
33,72	12,97
33,74	13,02
33,77	13,09
33,79	13,15
33,82	13,25
33,84	13,31
33,87	13,42
33,89	13,49
33,91	13,61
33,94	13,69
33,96	13,79
33,99	13,85
34,01	13,97
34,04	14,03
34,06	14,14
34,09	14,22
34,11	14,35
34,13	14,43
34,16	14,57
34,18	14,66
34,21	14,82
34,23	14,93
34,26	15,08
34,28	15,16
34,31	15,31
34,33	15,40
34,35	15,53
34,38	15,61
34,40	15,76
34,43	15,82
34,45	16,01
34,48	16,09
34,50	16,30
34,52	16,39
34,55	16,60
34,57	16,67
34,60	16,89
34,62	16,93
34,65	17,15
34,67	17,18
34,70	17,42
34,72	17,46
34,74	17,73
34,77	17,79
34,79	18,06
34,82	18,13
34,84	18,41
34,87	18,45
34,89	18,71
34,92	18,74
34,94	19,00
34,96	19,03
34,99	19,29
35,01	19,32
35,04	19,59
35,06	19,65
35,09	19,94
35,11	20,00
35,14	20,29
35,16	20,33
35,18	20,63
35,21	20,66
35,23	20,92
35,26	20,93
35,28	21,18
35,31	21,22
35,33	21,47
35,36	21,51
35,38	21,77
35,40	21,85
35,43	22,12
35,45	22,20
35,48	22,43
35,50	22,51
35,53	22,70
35,55	22,77
35,57	22,96
35,60	23,05
35,62	23,21
35,65	23,30
35,67	23,45
35,70	23,59
35,72	23,72
35,75	23,86
35,77	23,96
35,79	24,11
35,82	24,18
35,84	24,32
35,87	24,36
35,89	24,51
35,92	24,53
35,94	24,68
35,97	24,67
35,99	24,85
36,01	24,84
36,04	25,03
36,06	25,00
36,09	25,17
36,11	25,11
36,14	25,30
36,16	25,21
36,19	25,38
36,21	25,26
36,23	25,44
36,26	25,30
36,28	25,49
36,31	25,33
36,33	25,51
36,36	25,35
36,38	25,51
36,41	25,34
36,43	25,52
36,45	25,33
36,48	25,39
36,50	25,28
36,53	25,33
36,55	25,22
36,58	25,25
36,60	25,12
36,62	25,14
36,65	25,12
36,67	25,04
36,70	25,01
36,72	24,91
36,75	24,90
36,77	24,80
36,80	24,78
36,82	24,65
36,84	24,62
36,87	24,47
36,89	24,43
36,92	24,27
36,94	24,22
36,97	24,05
36,99	24,00
37,02	23,83
37,04	23,79
37,06	23,63
37,09	23,58
37,11	23,42
37,14	23,37
37,16	23,21
37,19	23,16
37,21	22,99
37,24	22,93
37,26	22,78
37,28	22,69
37,31	22,53
37,33	22,46
37,36	22,33
37,38	22,26
37,41	22,14
37,43	22,07
37,46	21,96
37,48	21,88
37,50	21,77
37,53	21,68
37,55	21,56
37,58	21,47
37,60	21,35
37,63	21,27
37,65	21,16
37,68	21,09
37,70	20,98
37,72	20,93
37,75	20,84
37,77	20,77
37,80	20,69
37,82	20,63
37,85	20,55
37,87	20,52
37,89	20,44
37,92	20,39
37,94	20,33
37,97	20,32
37,99	20,28
38,02	20,25
38,04	20,21
38,07	20,18
38,09	20,05
38,11	20,12
38,14	19,99
38,16	20,06
38,19	19,95
38,21	20,02
38,24	19,93
38,26	20,11
38,29	19,93
38,31	20,10
38,33	19,91
38,36	20,10
38,38	19,94
38,41	20,11
38,43	19,97
38,46	20,16
38,48	20,04
38,51	20,24
38,53	20,13
38,55	20,32
38,58	20,25
38,60	20,42
38,63	20,34
38,65	20,50
38,68	20,46
38,70	20,63
38,73	20,60
38,75	20,74
38,77	20,74
38,80	20,90
38,82	20,92
38,85	21,06
38,87	21,10
38,90	21,22
38,92	21,29
38,94	21,41
38,97	21,50
38,99	21,60
39,02	21,71
39,04	21,80
39,07	21,95
39,09	22,02
39,12	22,20
39,14	22,27
39,16	22,48
39,19	22,56
39,21	22,77
39,24	22,79
39,26	23,06
39,29	23,08
39,31	23,36
39,34	23,36
39,36	23,66
39,38	23,68
39,41	24,05
39,43	24,04
39,46	24,40
39,48	24,39
39,51	24,80
39,53	24,74
39,56	25,15
39,58	25,09
39,60	25,52
39,63	25,45
39,65	25,89
39,68	25,81
39,70	26,32
39,73	26,24
39,75	26,75
39,78	26,71
39,80	27,27
39,82	27,17
39,85	27,69
39,87	27,59
39,90	28,13
39,92	28,04
39,95	28,60
39,97	28,50
39,99	29,11
40,02	29,03
40,04	29,65
40,07	29,61
40,09	30,24
40,12	30,19
40,14	30,56
40,17	30,69
40,19	31,09
40,21	31,25
40,24	31,61
40,26	31,78
40,29	32,17
40,31	32,64
40,34	32,85
40,36	33,35
40,39	33,58
40,41	34,13
40,43	34,36
40,46	34,87
40,48	35,06
40,51	35,68
40,53	35,90
40,56	38,15
40,58	40,16
40,61	42,31
40,63	44,24
40,65	46,31
40,68	48,06
40,70	49,99
40,73	49,99
40,75	49,99
40,78	49,99
40,80	49,99
40,83	49,99
40,85	49,99
40,87	49,99
40,90	49,99
40,92	49,99
40,95	49,99
40,97	49,99
41,00	49,99
41,02	49,99
41,05	49,99
41,07	49,99
41,09	49,99
41,12	49,99
41,14	49,99
41,17	49,99
41,19	49,99
41,22	49,99
41,24	49,99
41,26	49,99
41,29	49,99
41,31	49,99
41,34	49,99
41,36	49,99
41,39	49,99
41,41	49,99
41,44	49,99
41,46	49,99
41,48	49,99
41,51	49,99
41,53	49,99
41,56	49,99
41,58	49,99
41,61	49,99
41,63	49,99
41,66	49,99
41,68	49,99
41,70	49,99
41,73	49,99
41,75	49,99
41,78	49,99
41,80	49,99
41,83	49,99
41,85	49,99
41,88	49,99
41,90	49,99
41,92	49,99
41,95	49,99
41,97	49,99
42,00	49,99
42,02	49,99
42,05	49,99
42,07	49,99
42,10	49,99
42,12	49,99
42,14	49,99
42,17	49,99
42,19	49,99
42,22	49,99
42,24	49,99
42,27	49,99
42,29	49,99
42,31	49,99
42,34	49,99
42,36	49,99
42,39	49,99
42,41	49,99
42,44	49,99
42,46	49,99
42,49	49,99
42,51	49,99
42,53	49,99
42,56	49,99
42,58	49,99
42,61	49,99
