423;;;;;;443;;;;;;463;;;;;;483;;;;;
150;;;;;;170;;;;;;190;;;;;;210;;;;;
0.5;;1.0;;2.0;;0.5;;1.0;;2.0;;0.5;;1.0;;2.0;;0.5;;1.0;;2.0;
V (v)_150_05;I (nA)_150_05;V (v)_150_10;I (nA)_150_10;V (v)_150_20;I (nA)_150_20;V (v)_170_05;I (nA)_170_05;V (v)_170_10;I (nA)_170_10;V (v)_170_20;I (nA)_170_20;V (v)_190_05;I (nA)_190_05;V (v)_190_10;I (nA)_190_10;V (v)_190_20;I (nA)_190_20;V (v)_210_05;I (nA)_210_05;V (v)_210_10;I (nA)_210_10;V (v)_210_20;I (nA)_210_20
11.77;7.25;11.77;2.83;11.77;1.60;11.77;4.18;11.77;1.53;11.77;0.73;11.77;0.84;11.77;0.66;11.77;0.43;11.77;0.55;11.77;0.36;11.77;0.17
11.79;6.98;11.79;2.80;11.79;1.50;11.79;4.13;11.79;1.53;11.79;0.71;11.79;0.82;11.79;0.63;11.79;0.43;11.79;0.53;11.79;0.36;11.79;0.17
11.81;6.88;11.81;2.75;11.81;1.43;11.81;4.07;11.81;1.52;11.81;0.72;11.81;0.84;11.81;0.65;11.81;0.42;11.81;0.54;11.81;0.36;11.81;0.18
11.84;6.60;11.84;2.72;11.84;1.33;11.84;4.01;11.84;1.50;11.84;0.69;11.84;0.83;11.84;0.63;11.84;0.42;11.84;0.53;11.84;0.36;11.84;0.16
11.86;6.50;11.86;2.67;11.86;1.26;11.86;3.92;11.86;1.50;11.86;0.67;11.86;0.85;11.86;0.66;11.86;0.41;11.86;0.56;11.86;0.36;11.86;0.16
11.89;6.19;11.89;2.62;11.89;1.15;11.89;3.83;11.89;1.49;11.89;0.65;11.89;0.85;11.89;0.66;11.89;0.43;11.89;0.54;11.89;0.37;11.89;0.16
11.91;6.03;11.91;2.56;11.91;1.07;11.91;3.73;11.91;1.48;11.91;0.66;11.91;0.87;11.91;0.68;11.91;0.45;11.91;0.56;11.91;0.36;11.91;0.17
11.94;5.74;11.94;2.50;11.94;0.98;11.94;3.65;11.94;1.45;11.94;0.64;11.94;0.86;11.94;0.66;11.94;0.45;11.94;0.54;11.94;0.36;11.94;0.16
11.96;5.58;11.96;2.43;11.96;0.91;11.96;3.58;11.96;1.45;11.96;0.63;11.96;0.88;11.96;0.68;11.96;0.45;11.96;0.56;11.96;0.36;11.96;0.16
11.99;5.31;11.99;2.37;11.99;0.83;11.99;3.38;11.99;1.43;11.99;0.61;11.99;0.88;11.99;0.68;11.99;0.47;11.99;0.54;11.99;0.36;11.99;0.15
12.01;5.18;12.01;2.30;12.01;0.79;12.01;3.33;12.01;1.43;12.01;0.61;12.01;0.89;12.01;0.70;12.01;0.47;12.01;0.56;12.01;0.36;12.01;0.18
12.03;4.96;12.03;2.24;12.03;0.72;12.03;3.15;12.03;1.41;12.03;0.63;12.03;0.89;12.03;0.69;12.03;0.49;12.03;0.53;12.03;0.35;12.03;0.17
12.06;4.84;12.06;2.18;12.06;0.69;12.06;3.07;12.06;1.40;12.06;0.61;12.06;0.89;12.06;0.69;12.06;0.47;12.06;0.56;12.06;0.35;12.06;0.19
12.08;4.67;12.08;2.12;12.08;0.66;12.08;2.91;12.08;1.38;12.08;0.61;12.08;0.90;12.08;0.68;12.08;0.47;12.08;0.54;12.08;0.35;12.08;0.18
12.11;4.57;12.11;2.07;12.11;0.63;12.11;2.85;12.11;1.37;12.11;0.60;12.11;0.89;12.11;0.70;12.11;0.47;12.11;0.57;12.11;0.37;12.11;0.20
12.13;4.43;12.13;2.01;12.13;0.59;12.13;2.65;12.13;1.34;12.13;0.62;12.13;0.91;12.13;0.69;12.13;0.48;12.13;0.54;12.13;0.36;12.13;0.18
12.16;4.35;12.16;1.96;12.16;0.57;12.16;2.68;12.16;1.32;12.16;0.60;12.16;0.90;12.16;0.69;12.16;0.46;12.16;0.58;12.16;0.37;12.16;0.20
12.18;4.22;12.18;1.91;12.18;0.54;12.18;2.50;12.18;1.30;12.18;0.59;12.18;0.92;12.18;0.69;12.18;0.46;12.18;0.56;12.18;0.37;12.18;0.17
12.21;4.14;12.21;1.86;12.21;0.51;12.21;2.53;12.21;1.28;12.21;0.57;12.21;0.90;12.21;0.69;12.21;0.46;12.21;0.57;12.21;0.39;12.21;0.20
12.23;4.04;12.23;1.82;12.23;0.48;12.23;2.37;12.23;1.24;12.23;0.58;12.23;0.93;12.23;0.69;12.23;0.47;12.23;0.54;12.23;0.39;12.23;0.18
12.25;3.97;12.25;1.79;12.25;0.45;12.25;2.40;12.25;1.24;12.25;0.55;12.25;0.92;12.25;0.70;12.25;0.46;12.25;0.57;12.25;0.40;12.25;0.20
12.28;3.88;12.28;1.74;12.28;0.44;12.28;2.26;12.28;1.21;12.28;0.54;12.28;0.94;12.28;0.70;12.28;0.47;12.28;0.55;12.28;0.39;12.28;0.17
12.30;3.81;12.30;1.72;12.30;0.42;12.30;2.30;12.30;1.21;12.30;0.51;12.30;0.91;12.30;0.69;12.30;0.46;12.30;0.57;12.30;0.41;12.30;0.19
12.33;3.73;12.33;1.69;12.33;0.41;12.33;2.21;12.33;1.19;12.33;0.51;12.33;0.94;12.33;0.69;12.33;0.48;12.33;0.54;12.33;0.40;12.33;0.17
12.35;3.69;12.35;1.70;12.35;0.40;12.35;2.24;12.35;1.17;12.35;0.49;12.35;0.92;12.35;0.68;12.35;0.45;12.35;0.57;12.35;0.40;12.35;0.19
12.38;3.63;12.38;1.66;12.38;0.40;12.38;2.14;12.38;1.15;12.38;0.49;12.38;0.98;12.38;0.70;12.38;0.46;12.38;0.55;12.38;0.39;12.38;0.15
12.40;3.57;12.40;1.66;12.40;0.38;12.40;2.18;12.40;1.17;12.40;0.46;12.40;0.95;12.40;0.68;12.40;0.45;12.40;0.58;12.40;0.40;12.40;0.18
12.42;3.52;12.42;1.64;12.42;0.38;12.42;2.11;12.42;1.14;12.42;0.47;12.42;0.98;12.42;0.70;12.42;0.45;12.42;0.55;12.42;0.40;12.42;0.15
12.45;3.48;12.45;1.64;12.45;0.37;12.45;2.14;12.45;1.14;12.45;0.44;12.45;0.95;12.45;0.68;12.45;0.44;12.45;0.58;12.45;0.39;12.45;0.17
12.47;3.46;12.47;1.62;12.47;0.38;12.47;2.07;12.47;1.12;12.47;0.44;12.47;1.00;12.47;0.71;12.47;0.45;12.47;0.57;12.47;0.39;12.47;0.15
12.50;3.41;12.50;1.62;12.50;0.36;12.50;2.09;12.50;1.14;12.50;0.40;12.50;0.97;12.50;0.72;12.50;0.43;12.50;0.60;12.50;0.39;12.50;0.17
12.52;3.36;12.52;1.59;12.52;0.36;12.52;2.03;12.52;1.13;12.52;0.42;12.52;1.01;12.52;0.74;12.52;0.47;12.52;0.57;12.52;0.40;12.52;0.15
12.55;3.33;12.55;1.61;12.55;0.36;12.55;2.05;12.55;1.12;12.55;0.39;12.55;0.96;12.55;0.72;12.55;0.44;12.55;0.60;12.55;0.37;12.55;0.17
12.57;3.30;12.57;1.60;12.57;0.38;12.57;2.01;12.57;1.10;12.57;0.40;12.57;1.01;12.57;0.74;12.57;0.46;12.57;0.58;12.57;0.38;12.57;0.14
12.60;3.28;12.60;1.61;12.60;0.38;12.60;2.01;12.60;1.11;12.60;0.36;12.60;0.98;12.60;0.73;12.60;0.44;12.60;0.61;12.60;0.37;12.60;0.17
12.62;3.24;12.62;1.60;12.62;0.39;12.62;2.00;12.62;1.10;12.62;0.39;12.62;1.02;12.62;0.75;12.62;0.47;12.62;0.58;12.62;0.38;12.62;0.17
12.64;3.21;12.64;1.62;12.64;0.39;12.64;2.00;12.64;1.09;12.64;0.36;12.64;0.98;12.64;0.72;12.64;0.44;12.64;0.60;12.64;0.36;12.64;0.19
12.67;3.20;12.67;1.61;12.67;0.41;12.67;1.99;12.67;1.07;12.67;0.38;12.67;1.02;12.67;0.73;12.67;0.48;12.67;0.58;12.67;0.38;12.67;0.16
12.69;3.19;12.69;1.62;12.69;0.43;12.69;2.00;12.69;1.07;12.69;0.35;12.69;0.99;12.69;0.71;12.69;0.43;12.69;0.61;12.69;0.37;12.69;0.19
12.72;3.18;12.72;1.61;12.72;0.45;12.72;2.00;12.72;1.07;12.72;0.37;12.72;1.03;12.72;0.73;12.72;0.47;12.72;0.59;12.72;0.41;12.72;0.18
12.74;3.17;12.74;1.63;12.74;0.45;12.74;2.01;12.74;1.08;12.74;0.35;12.74;0.99;12.74;0.70;12.74;0.43;12.74;0.61;12.74;0.39;12.74;0.20
12.77;3.17;12.77;1.62;12.77;0.48;12.77;2.01;12.77;1.06;12.77;0.37;12.77;1.03;12.77;0.73;12.77;0.46;12.77;0.59;12.77;0.41;12.77;0.17
12.79;3.17;12.79;1.63;12.79;0.50;12.79;2.00;12.79;1.07;12.79;0.34;12.79;1.00;12.79;0.70;12.79;0.41;12.79;0.62;12.79;0.39;12.79;0.19
12.82;3.17;12.82;1.63;12.82;0.53;12.82;2.02;12.82;1.06;12.82;0.36;12.82;1.03;12.82;0.73;12.82;0.45;12.82;0.60;12.82;0.43;12.82;0.17
12.84;3.18;12.84;1.65;12.84;0.54;12.84;2.02;12.84;1.06;12.84;0.33;12.84;0.99;12.84;0.70;12.84;0.40;12.84;0.61;12.84;0.41;12.84;0.20
12.86;3.19;12.86;1.65;12.86;0.55;12.86;2.03;12.86;1.05;12.86;0.36;12.86;1.02;12.86;0.74;12.86;0.43;12.86;0.59;12.86;0.43;12.86;0.17
12.89;3.19;12.89;1.66;12.89;0.57;12.89;2.03;12.89;1.06;12.89;0.32;12.89;1.00;12.89;0.70;12.89;0.40;12.89;0.62;12.89;0.40;12.89;0.19
12.91;3.20;12.91;1.67;12.91;0.59;12.91;2.06;12.91;1.03;12.91;0.33;12.91;1.02;12.91;0.73;12.91;0.43;12.91;0.59;12.91;0.43;12.91;0.17
12.94;3.21;12.94;1.67;12.94;0.60;12.94;2.07;12.94;1.05;12.94;0.31;12.94;1.01;12.94;0.68;12.94;0.40;12.94;0.61;12.94;0.40;12.94;0.19
12.96;3.23;12.96;1.69;12.96;0.61;12.96;2.08;12.96;1.02;12.96;0.33;12.96;1.03;12.96;0.72;12.96;0.42;12.96;0.59;12.96;0.43;12.96;0.17
12.99;3.25;12.99;1.70;12.99;0.62;12.99;2.09;12.99;1.05;12.99;0.29;12.99;1.03;12.99;0.68;12.99;0.38;12.99;0.61;12.99;0.40;12.99;0.19
13.01;3.27;13.01;1.70;13.01;0.65;13.01;2.10;13.01;1.04;13.01;0.32;13.01;1.05;13.01;0.71;13.01;0.41;13.01;0.60;13.01;0.43;13.01;0.16
13.04;3.28;13.04;1.72;13.04;0.67;13.04;2.12;13.04;1.07;13.04;0.29;13.04;1.06;13.04;0.66;13.04;0.38;13.04;0.61;13.04;0.41;13.04;0.19
13.06;3.32;13.06;1.73;13.06;0.69;13.06;2.14;13.06;1.03;13.06;0.31;13.06;1.06;13.06;0.70;13.06;0.40;13.06;0.60;13.06;0.44;13.06;0.15
13.08;3.35;13.08;1.75;13.08;0.71;13.08;2.15;13.08;1.08;13.08;0.27;13.08;1.08;13.08;0.67;13.08;0.37;13.08;0.64;13.08;0.41;13.08;0.18
13.11;3.39;13.11;1.77;13.11;0.73;13.11;2.17;13.11;1.06;13.11;0.30;13.11;1.07;13.11;0.73;13.11;0.39;13.11;0.62;13.11;0.44;13.11;0.15
13.13;3.40;13.13;1.79;13.13;0.75;13.13;2.20;13.13;1.11;13.13;0.29;13.13;1.08;13.13;0.68;13.13;0.37;13.13;0.64;13.13;0.41;13.13;0.17
13.16;3.44;13.16;1.81;13.16;0.78;13.16;2.21;13.16;1.07;13.16;0.31;13.16;1.07;13.16;0.73;13.16;0.39;13.16;0.63;13.16;0.43;13.16;0.14
13.18;3.47;13.18;1.85;13.18;0.80;13.18;2.22;13.18;1.12;13.18;0.29;13.18;1.10;13.18;0.70;13.18;0.36;13.18;0.66;13.18;0.40;13.18;0.16
13.21;3.52;13.21;1.85;13.21;0.82;13.21;2.24;13.21;1.10;13.21;0.30;13.21;1.09;13.21;0.75;13.21;0.38;13.21;0.65;13.21;0.43;13.21;0.14
13.23;3.54;13.23;1.90;13.23;0.85;13.23;2.24;13.23;1.15;13.23;0.29;13.23;1.10;13.23;0.72;13.23;0.37;13.23;0.66;13.23;0.40;13.23;0.18
13.26;3.57;13.26;1.89;13.26;0.87;13.26;2.26;13.26;1.11;13.26;0.31;13.26;1.08;13.26;0.75;13.26;0.39;13.26;0.64;13.26;0.42;13.26;0.16
13.28;3.59;13.28;1.94;13.28;0.90;13.28;2.27;13.28;1.15;13.28;0.30;13.28;1.10;13.28;0.71;13.28;0.37;13.28;0.65;13.28;0.39;13.28;0.18
13.30;3.64;13.30;1.92;13.30;0.94;13.30;2.29;13.30;1.12;13.30;0.29;13.30;1.09;13.30;0.75;13.30;0.39;13.30;0.64;13.30;0.42;13.30;0.17
13.33;3.65;13.33;1.98;13.33;0.96;13.33;2.30;13.33;1.18;13.33;0.29;13.33;1.09;13.33;0.71;13.33;0.37;13.33;0.65;13.33;0.41;13.33;0.20
13.35;3.70;13.35;1.96;13.35;0.98;13.35;2.32;13.35;1.14;13.35;0.32;13.35;1.08;13.35;0.74;13.35;0.39;13.35;0.65;13.35;0.42;13.35;0.18
13.38;3.72;13.38;2.02;13.38;1.02;13.38;2.31;13.38;1.20;13.38;0.32;13.38;1.10;13.38;0.71;13.38;0.37;13.38;0.65;13.38;0.41;13.38;0.19
13.40;3.77;13.40;1.99;13.40;1.05;13.40;2.33;13.40;1.17;13.40;0.32;13.40;1.09;13.40;0.72;13.40;0.37;13.40;0.66;13.40;0.43;13.40;0.17
13.43;3.80;13.43;2.07;13.43;1.08;13.43;2.34;13.43;1.22;13.43;0.32;13.43;1.09;13.43;0.70;13.43;0.36;13.43;0.66;13.43;0.44;13.43;0.18
13.45;3.86;13.45;2.05;13.45;1.11;13.45;2.37;13.45;1.18;13.45;0.33;13.45;1.09;13.45;0.72;13.45;0.36;13.45;0.67;13.45;0.46;13.45;0.18
13.47;3.88;13.47;2.14;13.47;1.14;13.47;2.37;13.47;1.24;13.47;0.33;13.47;1.10;13.47;0.70;13.47;0.36;13.47;0.66;13.47;0.46;13.47;0.18
13.50;3.94;13.50;2.10;13.50;1.18;13.50;2.40;13.50;1.21;13.50;0.34;13.50;1.10;13.50;0.72;13.50;0.36;13.50;0.67;13.50;0.47;13.50;0.17
13.52;3.95;13.52;2.20;13.52;1.22;13.52;2.43;13.52;1.27;13.52;0.33;13.52;1.09;13.52;0.71;13.52;0.35;13.52;0.65;13.52;0.47;13.52;0.18
13.55;4.01;13.55;2.16;13.55;1.24;13.55;2.47;13.55;1.22;13.55;0.34;13.55;1.08;13.55;0.71;13.55;0.35;13.55;0.66;13.55;0.47;13.55;0.19
13.57;4.02;13.57;2.27;13.57;1.27;13.57;2.50;13.57;1.27;13.57;0.34;13.57;1.09;13.57;0.71;13.57;0.33;13.57;0.65;13.57;0.47;13.57;0.18
13.60;4.08;13.60;2.23;13.60;1.30;13.60;2.53;13.60;1.24;13.60;0.35;13.60;1.09;13.60;0.71;13.60;0.33;13.60;0.66;13.60;0.46;13.60;0.19
13.62;4.09;13.62;2.32;13.62;1.33;13.62;2.55;13.62;1.31;13.62;0.36;13.62;1.09;13.62;0.72;13.62;0.33;13.62;0.63;13.62;0.46;13.62;0.18
13.65;4.16;13.65;2.28;13.65;1.36;13.65;2.56;13.65;1.27;13.65;0.36;13.65;1.09;13.65;0.71;13.65;0.32;13.65;0.65;13.65;0.46;13.65;0.18
13.67;4.16;13.67;2.39;13.67;1.40;13.67;2.55;13.67;1.32;13.67;0.36;13.67;1.09;13.67;0.71;13.67;0.31;13.67;0.64;13.67;0.46;13.67;0.16
13.69;4.22;13.69;2.34;13.69;1.43;13.69;2.58;13.69;1.29;13.69;0.36;13.69;1.11;13.69;0.71;13.69;0.30;13.69;0.68;13.69;0.46;13.69;0.17
13.72;4.21;13.72;2.45;13.72;1.47;13.72;2.59;13.72;1.36;13.72;0.36;13.72;1.11;13.72;0.74;13.72;0.31;13.72;0.67;13.72;0.47;13.72;0.16
13.74;4.27;13.74;2.40;13.74;1.50;13.74;2.60;13.74;1.34;13.74;0.37;13.74;1.11;13.74;0.74;13.74;0.31;13.74;0.69;13.74;0.47;13.74;0.17
13.77;4.27;13.77;2.52;13.77;1.55;13.77;2.62;13.77;1.39;13.77;0.37;13.77;1.12;13.77;0.74;13.77;0.31;13.77;0.68;13.77;0.47;13.77;0.15
13.79;4.34;13.79;2.48;13.79;1.59;13.79;2.63;13.79;1.37;13.79;0.36;13.79;1.12;13.79;0.74;13.79;0.30;13.79;0.71;13.79;0.47;13.79;0.17
13.82;4.33;13.82;2.59;13.82;1.63;13.82;2.69;13.82;1.43;13.82;0.37;13.82;1.12;13.82;0.75;13.82;0.32;13.82;0.70;13.82;0.47;13.82;0.16
13.84;4.39;13.84;2.54;13.84;1.66;13.84;2.73;13.84;1.41;13.84;0.38;13.84;1.12;13.84;0.76;13.84;0.33;13.84;0.71;13.84;0.47;13.84;0.20
13.87;4.41;13.87;2.65;13.87;1.69;13.87;2.76;13.87;1.46;13.87;0.40;13.87;1.11;13.87;0.76;13.87;0.34;13.87;0.69;13.87;0.46;13.87;0.17
13.89;4.48;13.89;2.60;13.89;1.73;13.89;2.79;13.89;1.43;13.89;0.40;13.89;1.11;13.89;0.74;13.89;0.32;13.89;0.71;13.89;0.47;13.89;0.20
13.91;4.50;13.91;2.70;13.91;1.79;13.91;2.81;13.91;1.47;13.91;0.41;13.91;1.12;13.91;0.76;13.91;0.33;13.91;0.70;13.91;0.48;13.91;0.17
13.94;4.58;13.94;2.66;13.94;1.83;13.94;2.81;13.94;1.46;13.94;0.41;13.94;1.12;13.94;0.75;13.94;0.33;13.94;0.71;13.94;0.47;13.94;0.21
13.96;4.60;13.96;2.76;13.96;1.87;13.96;2.83;13.96;1.49;13.96;0.44;13.96;1.12;13.96;0.76;13.96;0.34;13.96;0.69;13.96;0.47;13.96;0.18
13.99;4.70;13.99;2.72;13.99;1.91;13.99;2.79;13.99;1.51;13.99;0.44;13.99;1.11;13.99;0.75;13.99;0.32;13.99;0.70;13.99;0.47;13.99;0.20
14.01;4.74;14.01;2.81;14.01;1.96;14.01;2.77;14.01;1.54;14.01;0.45;14.01;1.12;14.01;0.76;14.01;0.32;14.01;0.70;14.01;0.50;14.01;0.16
14.04;4.83;14.04;2.78;14.04;2.01;14.04;2.71;14.04;1.54;14.04;0.44;14.04;1.10;14.04;0.75;14.04;0.31;14.04;0.71;14.04;0.52;14.04;0.20
14.06;4.89;14.06;2.89;14.06;2.06;14.06;2.66;14.06;1.57;14.06;0.47;14.06;1.11;14.06;0.75;14.06;0.33;14.06;0.71;14.06;0.52;14.06;0.17
14.09;4.98;14.09;2.86;14.09;2.08;14.09;2.56;14.09;1.58;14.09;0.47;14.09;1.10;14.09;0.74;14.09;0.32;14.09;0.72;14.09;0.51;14.09;0.21
14.11;5.04;14.11;2.97;14.11;2.14;14.11;2.52;14.11;1.61;14.11;0.48;14.11;1.11;14.11;0.75;14.11;0.33;14.11;0.72;14.11;0.52;14.11;0.17
14.13;5.12;14.13;2.95;14.13;2.17;14.13;2.44;14.13;1.64;14.13;0.47;14.13;1.09;14.13;0.75;14.13;0.32;14.13;0.71;14.13;0.53;14.13;0.21
14.16;5.17;14.16;3.05;14.16;2.22;14.16;2.42;14.16;1.62;14.16;0.50;14.16;1.10;14.16;0.74;14.16;0.33;14.16;0.71;14.16;0.53;14.16;0.18
14.18;5.25;14.18;3.05;14.18;2.25;14.18;2.36;14.18;1.64;14.18;0.50;14.18;1.10;14.18;0.73;14.18;0.31;14.18;0.71;14.18;0.51;14.18;0.21
14.21;5.30;14.21;3.14;14.21;2.30;14.21;2.37;14.21;1.65;14.21;0.52;14.21;1.12;14.21;0.74;14.21;0.32;14.21;0.71;14.21;0.50;14.21;0.18
14.23;5.37;14.23;3.12;14.23;2.33;14.23;2.36;14.23;1.68;14.23;0.52;14.23;1.10;14.23;0.73;14.23;0.31;14.23;0.71;14.23;0.50;14.23;0.21
14.26;5.42;14.26;3.21;14.26;2.38;14.26;2.42;14.26;1.68;14.26;0.54;14.26;1.11;14.26;0.73;14.26;0.31;14.26;0.71;14.26;0.51;14.26;0.18
14.28;5.49;14.28;3.22;14.28;2.42;14.28;2.40;14.28;1.71;14.28;0.54;14.28;1.10;14.28;0.73;14.28;0.30;14.28;0.71;14.28;0.50;14.28;0.19
14.31;5.58;14.31;3.29;14.31;2.47;14.31;2.47;14.31;1.72;14.31;0.56;14.31;1.13;14.31;0.74;14.31;0.31;14.31;0.74;14.31;0.50;14.31;0.16
14.33;5.64;14.33;3.30;14.33;2.52;14.33;2.48;14.33;1.77;14.33;0.55;14.33;1.13;14.33;0.75;14.33;0.31;14.33;0.74;14.33;0.49;14.33;0.17
14.35;5.72;14.35;3.36;14.35;2.56;14.35;2.55;14.35;1.78;14.35;0.57;14.35;1.14;14.35;0.76;14.35;0.32;14.35;0.74;14.35;0.50;14.35;0.16
14.38;5.80;14.38;3.39;14.38;2.62;14.38;2.56;14.38;1.81;14.38;0.57;14.38;1.13;14.38;0.76;14.38;0.31;14.38;0.75;14.38;0.49;14.38;0.16
14.40;5.89;14.40;3.45;14.40;2.68;14.40;2.62;14.40;1.83;14.40;0.58;14.40;1.15;14.40;0.77;14.40;0.31;14.40;0.77;14.40;0.50;14.40;0.15
14.43;5.98;14.43;3.48;14.43;2.74;14.43;2.63;14.43;1.87;14.43;0.58;14.43;1.13;14.43;0.79;14.43;0.31;14.43;0.76;14.43;0.50;14.43;0.17
14.45;6.06;14.45;3.53;14.45;2.78;14.45;2.69;14.45;1.88;14.45;0.60;14.45;1.14;14.45;0.79;14.45;0.34;14.45;0.77;14.45;0.51;14.45;0.17
14.48;6.11;14.48;3.56;14.48;2.83;14.48;2.68;14.48;1.90;14.48;0.60;14.48;1.13;14.48;0.78;14.48;0.34;14.48;0.76;14.48;0.49;14.48;0.18
14.50;6.18;14.50;3.61;14.50;2.88;14.50;2.73;14.50;1.90;14.50;0.61;14.50;1.13;14.50;0.79;14.50;0.34;14.50;0.77;14.50;0.50;14.50;0.19
14.52;6.24;14.52;3.65;14.52;2.95;14.52;2.74;14.52;1.94;14.52;0.61;14.52;1.12;14.52;0.79;14.52;0.35;14.52;0.77;14.52;0.49;14.52;0.18
14.55;6.32;14.55;3.68;14.55;2.99;14.55;2.79;14.55;1.95;14.55;0.63;14.55;1.13;14.55;0.80;14.55;0.35;14.55;0.77;14.55;0.50;14.55;0.20
14.57;6.37;14.57;3.74;14.57;3.03;14.57;2.80;14.57;1.98;14.57;0.66;14.57;1.12;14.57;0.80;14.57;0.36;14.57;0.76;14.57;0.49;14.57;0.20
14.60;6.45;14.60;3.77;14.60;3.08;14.60;2.84;14.60;1.99;14.60;0.67;14.60;1.13;14.60;0.80;14.60;0.36;14.60;0.77;14.60;0.50;14.60;0.19
14.62;6.51;14.62;3.81;14.62;3.16;14.62;2.86;14.62;2.02;14.62;0.68;14.62;1.13;14.62;0.80;14.62;0.35;14.62;0.77;14.62;0.50;14.62;0.18
14.65;6.61;14.65;3.85;14.65;3.21;14.65;2.92;14.65;2.03;14.65;0.70;14.65;1.13;14.65;0.80;14.65;0.36;14.65;0.77;14.65;0.52;14.65;0.19
14.67;6.68;14.67;3.92;14.67;3.28;14.67;2.95;14.67;2.06;14.67;0.72;14.67;1.13;14.67;0.80;14.67;0.36;14.67;0.77;14.67;0.52;14.67;0.19
14.70;6.79;14.70;3.96;14.70;3.32;14.70;3.00;14.70;2.07;14.70;0.73;14.70;1.12;14.70;0.80;14.70;0.36;14.70;0.77;14.70;0.52;14.70;0.19
14.72;6.85;14.72;4.02;14.72;3.40;14.72;3.02;14.72;2.10;14.72;0.74;14.72;1.13;14.72;0.81;14.72;0.36;14.72;0.77;14.72;0.52;14.72;0.18
14.74;6.95;14.74;4.07;14.74;3.45;14.74;3.08;14.74;2.13;14.74;0.74;14.74;1.13;14.74;0.81;14.74;0.36;14.74;0.77;14.74;0.54;14.74;0.19
14.77;7.01;14.77;4.15;14.77;3.53;14.77;3.13;14.77;2.14;14.77;0.76;14.77;1.12;14.77;0.80;14.77;0.36;14.77;0.77;14.77;0.54;14.77;0.20
14.79;7.11;14.79;4.21;14.79;3.57;14.79;3.17;14.79;2.16;14.79;0.76;14.79;1.13;14.79;0.81;14.79;0.37;14.79;0.76;14.79;0.53;14.79;0.19
14.82;7.16;14.82;4.27;14.82;3.64;14.82;3.19;14.82;2.20;14.82;0.78;14.82;1.14;14.82;0.82;14.82;0.37;14.82;0.76;14.82;0.52;14.82;0.19
14.84;7.26;14.84;4.31;14.84;3.68;14.84;3.24;14.84;2.22;14.84;0.78;14.84;1.13;14.84;0.81;14.84;0.38;14.84;0.75;14.84;0.54;14.84;0.19
14.87;7.30;14.87;4.38;14.87;3.75;14.87;3.28;14.87;2.24;14.87;0.80;14.87;1.13;14.87;0.81;14.87;0.38;14.87;0.76;14.87;0.54;14.87;0.19
14.89;7.41;14.89;4.44;14.89;3.78;14.89;3.33;14.89;2.25;14.89;0.80;14.89;1.13;14.89;0.81;14.89;0.38;14.89;0.76;14.89;0.54;14.89;0.18
14.92;7.48;14.92;4.51;14.92;3.86;14.92;3.36;14.92;2.28;14.92;0.82;14.92;1.16;14.92;0.82;14.92;0.38;14.92;0.78;14.92;0.53;14.92;0.17
14.94;7.59;14.94;4.55;14.94;3.90;14.94;3.41;14.94;2.32;14.94;0.82;14.94;1.15;14.94;0.83;14.94;0.38;14.94;0.78;14.94;0.54;14.94;0.17
14.96;7.65;14.96;4.62;14.96;3.97;14.96;3.46;14.96;2.34;14.96;0.84;14.96;1.16;14.96;0.83;14.96;0.39;14.96;0.78;14.96;0.54;14.96;0.17
14.99;7.78;14.99;4.69;14.99;4.01;14.99;3.52;14.99;2.36;14.99;0.84;14.99;1.16;14.99;0.84;14.99;0.39;14.99;0.78;14.99;0.54;14.99;0.16
15.01;7.85;15.01;4.76;15.01;4.11;15.01;3.55;15.01;2.38;15.01;0.85;15.01;1.18;15.01;0.86;15.01;0.39;15.01;0.80;15.01;0.53;15.01;0.16
15.04;7.99;15.04;4.81;15.04;4.15;15.04;3.60;15.04;2.42;15.04;0.86;15.04;1.18;15.04;0.88;15.04;0.40;15.04;0.80;15.04;0.53;15.04;0.17
15.06;8.04;15.06;4.88;15.06;4.22;15.06;3.64;15.06;2.44;15.06;0.88;15.06;1.19;15.06;0.88;15.06;0.43;15.06;0.79;15.06;0.53;15.06;0.17
15.09;8.16;15.09;4.93;15.09;4.26;15.09;3.69;15.09;2.47;15.09;0.89;15.09;1.16;15.09;0.88;15.09;0.43;15.09;0.79;15.09;0.52;15.09;0.17
15.11;8.20;15.11;4.99;15.11;4.31;15.11;3.72;15.11;2.48;15.11;0.89;15.11;1.18;15.11;0.88;15.11;0.43;15.11;0.78;15.11;0.52;15.11;0.16
15.14;8.32;15.14;5.04;15.14;4.36;15.14;3.75;15.14;2.51;15.14;0.90;15.14;1.18;15.14;0.90;15.14;0.44;15.14;0.80;15.14;0.52;15.14;0.18
15.16;8.37;15.16;5.09;15.16;4.42;15.16;3.78;15.16;2.53;15.16;0.92;15.16;1.18;15.16;0.90;15.16;0.46;15.16;0.79;15.16;0.52;15.16;0.19
15.18;8.48;15.18;5.14;15.18;4.43;15.18;3.82;15.18;2.56;15.18;0.95;15.18;1.17;15.18;0.91;15.18;0.46;15.18;0.80;15.18;0.52;15.18;0.20
15.21;8.52;15.21;5.19;15.21;4.49;15.21;3.86;15.21;2.57;15.21;0.96;15.21;1.18;15.21;0.89;15.21;0.46;15.21;0.79;15.21;0.52;15.21;0.18
